"Delivery Date","Hour Ending","MW Offered","RRSPFR Offer Price"
"02/03/2023","01","124.7","0"
"02/03/2023","01","149.5",".01"
"02/03/2023","01","155.5",".29"
"02/03/2023","01","161.5",".49"
"02/03/2023","01","191.2",".5"
"02/03/2023","01","247.2",".63"
"02/03/2023","01","260.2",".73"
"02/03/2023","01","275.2",".75"
"02/03/2023","01","302.2",".78"
"02/03/2023","01","373.2",".79"
"02/03/2023","01","400.2",".8"
"02/03/2023","01","443.2",".81"
"02/03/2023","01","456.2",".82"
"02/03/2023","01","516.2",".89"
"02/03/2023","01","556.2",".95"
"02/03/2023","01","598.2",".99"
"02/03/2023","01","829.2","1"
"02/03/2023","01","950.6","1.2"
"02/03/2023","01","991.8","1.21"
"02/03/2023","01","1086.8","1.25"
"02/03/2023","01","1186.8","1.26"
"02/03/2023","01","1296.3","1.29"
"02/03/2023","01","1356.3","1.3"
"02/03/2023","01","1398.3","1.31"
"02/03/2023","01","1431.8","1.49"
"02/03/2023","01","1459.8","1.5"
"02/03/2023","01","1507.8","1.56"
"02/03/2023","01","1559.6","1.6"
"02/03/2023","01","1619.6","1.89"
"02/03/2023","01","1668.1","1.95"
"02/03/2023","01","1712.1","1.98"
"02/03/2023","01","1762.4","2"
"02/03/2023","01","1779.2","2.01"
"02/03/2023","01","1820.2","2.11"
"02/03/2023","01","1834.2","2.15"
"02/03/2023","01","1854.2","2.29"
"02/03/2023","01","1874.2","2.32"
"02/03/2023","01","1888.4","2.4"
"02/03/2023","01","1925.4","2.49"
"02/03/2023","01","1978.5","2.81"
"02/03/2023","01","2018.5","2.89"
"02/03/2023","01","2035","2.91"
"02/03/2023","01","2147","3"
"02/03/2023","01","2167","3.23"
"02/03/2023","01","2177","3.39"
"02/03/2023","01","2187","3.45"
"02/03/2023","01","2207","3.94"
"02/03/2023","01","2214.5","3.96"
"02/03/2023","01","2224.5","4"
"02/03/2023","01","2232","4.11"
"02/03/2023","01","2246","4.32"
"02/03/2023","01","2318","4.45"
"02/03/2023","01","2332","4.62"
"02/03/2023","01","2339.5","4.91"
"02/03/2023","01","2373.5","4.95"
"02/03/2023","01","2478.5","5"
"02/03/2023","01","2486","5.13"
"02/03/2023","01","2506","5.42"
"02/03/2023","01","2520","5.62"
"02/03/2023","01","2543.5","5.69"
"02/03/2023","01","2563.5","6.08"
"02/03/2023","01","2577.5","6.36"
"02/03/2023","01","2585","7.52"
"02/03/2023","01","2592.5","7.7"
"02/03/2023","01","2607.5","7.71"
"02/03/2023","01","2627.5","8.04"
"02/03/2023","01","2643.5","8.23"
"02/03/2023","01","2658.5","8.35"
"02/03/2023","01","2673.5","8.42"
"02/03/2023","01","2688.5","8.46"
"02/03/2023","01","2703.5","8.5"
"02/03/2023","01","2726","8.52"
"02/03/2023","01","2748.5","8.83"
"02/03/2023","01","2768.5","9.13"
"02/03/2023","01","2780.5","9.46"
"02/03/2023","01","2803","9.58"
"02/03/2023","01","2823","9.73"
"02/03/2023","01","2845.5","9.89"
"02/03/2023","01","2857.5","9.9"
"02/03/2023","01","2877.5","9.99"
"02/03/2023","01","2884.5","10"
"02/03/2023","01","2944.5","10.03"
"02/03/2023","01","2959.5","10.08"
"02/03/2023","01","2974.5","10.15"
"02/03/2023","01","2989.5","10.31"
"02/03/2023","01","2997","10.36"
"02/03/2023","01","3012","10.4"
"02/03/2023","01","3084","10.45"
"02/03/2023","01","3099","10.47"
"02/03/2023","01","3114","10.55"
"02/03/2023","01","3121.5","10.84"
"02/03/2023","01","3141.5","10.95"
"02/03/2023","01","3153.5","11.11"
"02/03/2023","01","3173","11.36"
"02/03/2023","01","3180.5","11.63"
"02/03/2023","01","3188","12.44"
"02/03/2023","01","3195.5","13.52"
"02/03/2023","01","3210.5","14.15"
"02/03/2023","01","3225.5","14.17"
"02/03/2023","01","3228.5","15"
"02/03/2023","01","3243.5","15.64"
"02/03/2023","01","3258.5","15.66"
"02/03/2023","01","3330.5","16.45"
"02/03/2023","01","3333.5","20"
"02/03/2023","01","3336.5","25"
"02/03/2023","01","3341.5","26.19"
"02/03/2023","01","3398.5","31.45"
"02/03/2023","01","3400.5","34.19"
"02/03/2023","01","3411.5","37.91"
"02/03/2023","01","3433.5","50.69"
"02/03/2023","01","3463.5","100"
"02/03/2023","01","3503.5","400"
"02/03/2023","01","3503.6","5000"
"02/03/2023","02","124.7","0"
"02/03/2023","02","149.5",".01"
"02/03/2023","02","155.5",".29"
"02/03/2023","02","161.5",".49"
"02/03/2023","02","191.2",".5"
"02/03/2023","02","247.2",".63"
"02/03/2023","02","267.2",".72"
"02/03/2023","02","280.2",".73"
"02/03/2023","02","295.2",".75"
"02/03/2023","02","322.2",".78"
"02/03/2023","02","393.2",".79"
"02/03/2023","02","420.2",".8"
"02/03/2023","02","463.2",".81"
"02/03/2023","02","476.2",".82"
"02/03/2023","02","536.2",".89"
"02/03/2023","02","618.2",".99"
"02/03/2023","02","849.2","1"
"02/03/2023","02","970.6","1.2"
"02/03/2023","02","1027.8","1.21"
"02/03/2023","02","1125.8","1.25"
"02/03/2023","02","1254.8","1.26"
"02/03/2023","02","1361.3","1.29"
"02/03/2023","02","1421.3","1.3"
"02/03/2023","02","1463.3","1.31"
"02/03/2023","02","1467.8","1.49"
"02/03/2023","02","1519.8","1.5"
"02/03/2023","02","1567.8","1.56"
"02/03/2023","02","1619.6","1.6"
"02/03/2023","02","1639.6","1.63"
"02/03/2023","02","1649.6","1.85"
"02/03/2023","02","1709.6","1.89"
"02/03/2023","02","1758.1","1.95"
"02/03/2023","02","1802.1","1.98"
"02/03/2023","02","1852.4","2"
"02/03/2023","02","1869.2","2.01"
"02/03/2023","02","1910.2","2.11"
"02/03/2023","02","1930.2","2.29"
"02/03/2023","02","1950.2","2.34"
"02/03/2023","02","1964.4","2.4"
"02/03/2023","02","1971.9","2.47"
"02/03/2023","02","2008.9","2.49"
"02/03/2023","02","2016.4","2.51"
"02/03/2023","02","2030.4","2.72"
"02/03/2023","02","2067.5","2.81"
"02/03/2023","02","2107.5","2.89"
"02/03/2023","02","2124","2.91"
"02/03/2023","02","2236","3"
"02/03/2023","02","2246","3.39"
"02/03/2023","02","2253.5","3.42"
"02/03/2023","02","2261","3.53"
"02/03/2023","02","2281","3.82"
"02/03/2023","02","2291","4"
"02/03/2023","02","2319","4.02"
"02/03/2023","02","2391","4.45"
"02/03/2023","02","2411","4.48"
"02/03/2023","02","2425","4.76"
"02/03/2023","02","2459","4.95"
"02/03/2023","02","2564","5"
"02/03/2023","02","2587.5","5.69"
"02/03/2023","02","2595","5.92"
"02/03/2023","02","2602.5","5.99"
"02/03/2023","02","2617.5","6.11"
"02/03/2023","02","2637.5","6.44"
"02/03/2023","02","2653.5","6.63"
"02/03/2023","02","2668.5","6.75"
"02/03/2023","02","2683.5","6.82"
"02/03/2023","02","2698.5","6.86"
"02/03/2023","02","2713.5","6.9"
"02/03/2023","02","2736","6.95"
"02/03/2023","02","2758.5","7.23"
"02/03/2023","02","2778.5","7.53"
"02/03/2023","02","2790.5","7.86"
"02/03/2023","02","2813","8.02"
"02/03/2023","02","2833","8.13"
"02/03/2023","02","2855.5","8.29"
"02/03/2023","02","2867.5","8.3"
"02/03/2023","02","2882.5","8.48"
"02/03/2023","02","2897.5","8.55"
"02/03/2023","02","2912.5","8.71"
"02/03/2023","02","2927.5","8.8"
"02/03/2023","02","2950","8.87"
"02/03/2023","02","2965","8.95"
"02/03/2023","02","2992.5","9.35"
"02/03/2023","02","3004.5","9.51"
"02/03/2023","02","3024","9.76"
"02/03/2023","02","3044","9.99"
"02/03/2023","02","3051","10"
"02/03/2023","02","3058.5","10.03"
"02/03/2023","02","3118.5","10.05"
"02/03/2023","02","3190.5","10.45"
"02/03/2023","02","3198","10.95"
"02/03/2023","02","3205.5","11.92"
"02/03/2023","02","3220.5","12.55"
"02/03/2023","02","3235.5","12.57"
"02/03/2023","02","3250.5","14.04"
"02/03/2023","02","3265.5","14.06"
"02/03/2023","02","3268.5","15"
"02/03/2023","02","3340.5","16.45"
"02/03/2023","02","3343.5","20"
"02/03/2023","02","3346.5","25"
"02/03/2023","02","3351.5","26.97"
"02/03/2023","02","3408.5","31.45"
"02/03/2023","02","3419.5","31.89"
"02/03/2023","02","3421.5","34.97"
"02/03/2023","02","3443.5","50.69"
"02/03/2023","02","3473.5","100"
"02/03/2023","02","3513.5","400"
"02/03/2023","02","3513.6","5000"
"02/03/2023","03","124.7","0"
"02/03/2023","03","149.5",".01"
"02/03/2023","03","155.5",".29"
"02/03/2023","03","161.5",".49"
"02/03/2023","03","191.2",".5"
"02/03/2023","03","247.2",".63"
"02/03/2023","03","267.2",".69"
"02/03/2023","03","280.2",".73"
"02/03/2023","03","295.2",".75"
"02/03/2023","03","322.2",".78"
"02/03/2023","03","393.2",".79"
"02/03/2023","03","420.2",".8"
"02/03/2023","03","463.2",".81"
"02/03/2023","03","476.2",".82"
"02/03/2023","03","536.2",".89"
"02/03/2023","03","576.2",".98"
"02/03/2023","03","618.2",".99"
"02/03/2023","03","849.2","1"
"02/03/2023","03","878.2","1.04"
"02/03/2023","03","894.2","1.18"
"02/03/2023","03","1015.6","1.2"
"02/03/2023","03","1056.8","1.21"
"02/03/2023","03","1151.8","1.25"
"02/03/2023","03","1251.8","1.26"
"02/03/2023","03","1361.3","1.29"
"02/03/2023","03","1421.3","1.3"
"02/03/2023","03","1463.3","1.31"
"02/03/2023","03","1467.8","1.49"
"02/03/2023","03","1515.8","1.5"
"02/03/2023","03","1529.8","1.52"
"02/03/2023","03","1577.8","1.56"
"02/03/2023","03","1649.6","1.6"
"02/03/2023","03","1659.6","1.82"
"02/03/2023","03","1719.6","1.89"
"02/03/2023","03","1768.1","1.95"
"02/03/2023","03","1812.1","1.98"
"02/03/2023","03","1862.4","2"
"02/03/2023","03","1879.2","2.01"
"02/03/2023","03","1920.2","2.11"
"02/03/2023","03","1940.2","2.29"
"02/03/2023","03","1960.2","2.31"
"02/03/2023","03","1974.4","2.4"
"02/03/2023","03","1981.9","2.44"
"02/03/2023","03","1989.4","2.48"
"02/03/2023","03","2026.4","2.49"
"02/03/2023","03","2040.4","2.69"
"02/03/2023","03","2077.5","2.81"
"02/03/2023","03","2117.5","2.89"
"02/03/2023","03","2134","2.91"
