"Delivery Date","Hour Ending","MW Offered","REGUP Offer Price"
"02/04/2023","01","61.8","0"
"02/04/2023","01","253.8",".01"
"02/04/2023","01","273.8",".43"
"02/04/2023","01","313.8",".44"
"02/04/2023","01","343.8",".45"
"02/04/2023","01","373.8",".46"
"02/04/2023","01","387.8",".56"
"02/04/2023","01","423.8",".79"
"02/04/2023","01","431.3",".96"
"02/04/2023","01","445.3","1.05"
"02/04/2023","01","452.8","1.2"
"02/04/2023","01","475.3","1.4"
"02/04/2023","01","491.3","1.48"
"02/04/2023","01","515.3","1.7"
"02/04/2023","01","530.3","1.8"
"02/04/2023","01","547.8","1.95"
"02/04/2023","01","563.8","1.99"
"02/04/2023","01","582","2"
"02/04/2023","01","601.5","2.21"
"02/04/2023","01","621.5","2.24"
"02/04/2023","01","636.5","2.25"
"02/04/2023","01","642.5","2.31"
"02/04/2023","01","662.5","2.33"
"02/04/2023","01","668.5","2.41"
"02/04/2023","01","684.5","2.5"
"02/04/2023","01","696.5","2.55"
"02/04/2023","01","720.5","2.65"
"02/04/2023","01","728.5","2.71"
"02/04/2023","01","748.5","2.76"
"02/04/2023","01","758.5","2.8"
"02/04/2023","01","777.5","2.81"
"02/04/2023","01","792.5","2.84"
"02/04/2023","01","796.7","2.86"
"02/04/2023","01","812.5","2.87"
"02/04/2023","01","827.5","2.89"
"02/04/2023","01","831.5","2.91"
"02/04/2023","01","843.5","2.92"
"02/04/2023","01","923.5","3"
"02/04/2023","01","946","3.05"
"02/04/2023","01","966","3.77"
"02/04/2023","01","988.5","3.86"
"02/04/2023","01","1000.5","3.93"
"02/04/2023","01","1010.5","4"
"02/04/2023","01","1022.5","4.12"
"02/04/2023","01","1037.5","4.17"
"02/04/2023","01","1052.5","4.38"
"02/04/2023","01","1067.5","4.5"
"02/04/2023","01","1075","4.9"
"02/04/2023","01","1094.5","4.97"
"02/04/2023","01","1107.1","5"
"02/04/2023","01","1114.6","6.28"
"02/04/2023","01","1127.2","6.5"
"02/04/2023","01","1132.2","6.6"
"02/04/2023","01","1140.2","6.97"
"02/04/2023","01","1155.2","7.41"
"02/04/2023","01","1168.2","7.95"
"02/04/2023","01","1198.2","8"
"02/04/2023","01","1213.2","8.55"
"02/04/2023","01","1237.2","8.65"
"02/04/2023","01","1254","9.1"
"02/04/2023","01","1274","10"
"02/04/2023","01","1369","11.25"
"02/04/2023","01","1393","14.65"
"02/04/2023","01","1464","20"
"02/04/2023","01","1483","22.65"
"02/04/2023","01","1488","25"
"02/04/2023","01","1490.3","27.08"
"02/04/2023","01","1500.3","75"
"02/04/2023","01","1522.3","2000"
"02/04/2023","01","1522.4","5000"
"02/04/2023","02","61.8","0"
"02/04/2023","02","253.8",".01"
"02/04/2023","02","355.3",".18"
"02/04/2023","02","413.3",".19"
"02/04/2023","02","429.3",".2"
"02/04/2023","02","444.3",".21"
"02/04/2023","02","484.3",".27"
"02/04/2023","02","500.3",".44"
"02/04/2023","02","512.3",".55"
