"Delivery Date","Hour Ending","MW Offered","ONNS Offer Price"
"02/01/2023","01","65","0"
"02/01/2023","01","494.6",".01"
"02/01/2023","01","509.6",".2"
"02/01/2023","01","564.6",".35"
"02/01/2023","01","644.6",".4"
"02/01/2023","01","769.6",".5"
"02/01/2023","01","859.6",".55"
"02/01/2023","01","1054.6",".6"
"02/01/2023","01","1199.6",".7"
"02/01/2023","01","1259.6",".75"
"02/01/2023","01","1304.6",".88"
"02/01/2023","01","1570.6","1"
"02/01/2023","01","1575.6","1.01"
"02/01/2023","01","1675.6","1.34"
"02/01/2023","01","1743.6","1.36"
"02/01/2023","01","1783.6","1.5"
"02/01/2023","01","1808.2","1.6"
"02/01/2023","01","1918.2","1.75"
"02/01/2023","01","1998.2","2"
"02/01/2023","01","2042.2","2.01"
"02/01/2023","01","2277.2","3"
"02/01/2023","01","2827.2","3.14"
"02/01/2023","01","2882.2","4"
"02/01/2023","01","3011.6","5"
"02/01/2023","01","3055.6","5.01"
"02/01/2023","01","3099.6","6"
"02/01/2023","01","3112.6","7.95"
"02/01/2023","01","3142.6","8"
"02/01/2023","01","3157.6","10"
"02/01/2023","01","3170.8","10.5"
"02/01/2023","01","3203.6","13.12"
"02/01/2023","01","3213.6","15"
"02/01/2023","01","3226.8","16.41"
"02/01/2023","01","3244.4","20.51"
"02/01/2023","01","3294.4","25"
"02/01/2023","01","3302.6","25.63"
"02/01/2023","01","3381.6","51.41"
"02/01/2023","01","3401.6","52.45"
"02/01/2023","01","3541.6","100"
"02/01/2023","01","3735.6","140.8"
"02/01/2023","01","3929.6","265.8"
"02/01/2023","01","4084.6","490.8"
"02/01/2023","01","4096.6","1999"
"02/01/2023","02","65","0"
"02/01/2023","02","494.6",".01"
"02/01/2023","02","509.6",".2"
"02/01/2023","02","564.6",".35"
"02/01/2023","02","644.6",".4"
"02/01/2023","02","769.6",".5"
"02/01/2023","02","859.6",".55"
"02/01/2023","02","1054.6",".6"
"02/01/2023","02","1199.6",".7"
"02/01/2023","02","1259.6",".75"
"02/01/2023","02","1304.6",".88"
"02/01/2023","02","1309.6",".96"
"02/01/2023","02","1575.6","1"
"02/01/2023","02","1675.6","1.34"
"02/01/2023","02","1743.6","1.36"
"02/01/2023","02","1783.6","1.5"
"02/01/2023","02","1808.2","1.6"
"02/01/2023","02","1918.2","1.75"
"02/01/2023","02","1998.2","2"
"02/01/2023","02","2042.2","2.01"
"02/01/2023","02","2277.2","3"
"02/01/2023","02","2827.2","3.14"
"02/01/2023","02","2882.2","4"
"02/01/2023","02","3011.6","5"
"02/01/2023","02","3055.6","5.01"
"02/01/2023","02","3099.6","6"
"02/01/2023","02","3112.6","7.95"
"02/01/2023","02","3142.6","8"
"02/01/2023","02","3157.6","10"
"02/01/2023","02","3170.5","10.5"
"02/01/2023","02","3204.1","13.12"
"02/01/2023","02","3214.1","15"
"02/01/2023","02","3227","16.41"
"02/01/2023","02","3244.2","20.51"
"02/01/2023","02","3294.2","25"
"02/01/2023","02","3302.6","25.63"
"02/01/2023","02","3381.6","51.41"
"02/01/2023","02","3401.6","52.45"
"02/01/2023","02","3541.6","100"
"02/01/2023","02","3735.6","140.8"
"02/01/2023","02","3929.6","265.8"
"02/01/2023","02","4084.6","490.8"
"02/01/2023","02","4096.6","1999"
"02/01/2023","03","65","0"
"02/01/2023","03","494.6",".01"
"02/01/2023","03","509.6",".2"
"02/01/2023","03","564.6",".35"
"02/01/2023","03","644.6",".4"
"02/01/2023","03","769.6",".5"
"02/01/2023","03","859.6",".55"
"02/01/2023","03","1054.6",".6"
"02/01/2023","03","1199.6",".7"
"02/01/2023","03","1259.6",".75"
"02/01/2023","03","1304.6",".88"
"02/01/2023","03","1309.6",".97"
"02/01/2023","03","1575.6","1"
"02/01/2023","03","1675.6","1.34"
"02/01/2023","03","1743.6","1.36"
"02/01/2023","03","1783.6","1.5"
"02/01/2023","03","1808.2","1.6"
"02/01/2023","03","1918.2","1.75"
"02/01/2023","03","1998.2","2"
"02/01/2023","03","2042.2","2.01"
"02/01/2023","03","2277.2","3"
"02/01/2023","03","2827.2","3.14"
"02/01/2023","03","2882.2","4"
"02/01/2023","03","3011.6","5"
"02/01/2023","03","3055.6","5.01"
"02/01/2023","03","3099.6","6"
"02/01/2023","03","3112.6","7.95"
"02/01/2023","03","3142.6","8"
"02/01/2023","03","3157.6","10"
"02/01/2023","03","3170.5","10.5"
"02/01/2023","03","3204.1","13.12"
"02/01/2023","03","3214.1","15"
"02/01/2023","03","3227","16.41"
"02/01/2023","03","3244.2","20.51"
"02/01/2023","03","3294.2","25"
"02/01/2023","03","3302.6","25.63"
"02/01/2023","03","3381.6","51.41"
"02/01/2023","03","3401.6","52.45"
"02/01/2023","03","3541.6","100"
"02/01/2023","03","3735.6","140.8"
"02/01/2023","03","3929.6","265.8"
"02/01/2023","03","4084.6","490.8"
"02/01/2023","03","4096.6","1999"
"02/01/2023","04","65","0"
"02/01/2023","04","494.6",".01"
"02/01/2023","04","509.6",".2"
"02/01/2023","04","564.6",".35"
"02/01/2023","04","644.6",".4"
"02/01/2023","04","769.6",".5"
"02/01/2023","04","859.6",".55"
"02/01/2023","04","1054.6",".6"
"02/01/2023","04","1199.6",".7"
"02/01/2023","04","1259.6",".75"
"02/01/2023","04","1304.6",".88"
"02/01/2023","04","1309.6",".98"
"02/01/2023","04","1575.6","1"
"02/01/2023","04","1675.6","1.34"
