"Delivery Date","Hour Ending","MW Offered","REGDN Offer Price"
"02/01/2023","03","410.7","1.41"
"02/01/2023","03","415.7","1.42"
"02/01/2023","03","442.4","1.48"
"02/01/2023","03","490.4","1.49"
"02/01/2023","03","500.4","1.57"
"02/01/2023","03","525.4","1.58"
"02/01/2023","03","531.7","1.6"
"02/01/2023","03","548.7","1.69"
"02/01/2023","03","549.8","1.7"
"02/01/2023","03","569.8","1.77"
"02/01/2023","03","575.8","1.87"
"02/01/2023","03","582.3","1.88"
"02/01/2023","03","588.6","1.91"
"02/01/2023","03","607.4","1.92"
"02/01/2023","03","653.4","1.98"
"02/01/2023","03","668.4","2.06"
"02/01/2023","03","672.2","2.07"
"02/01/2023","03","684.7","2.11"
"02/01/2023","03","691","2.13"
"02/01/2023","03","697.3","2.16"
"02/01/2023","03","700.4","2.32"
"02/01/2023","03","751.4","2.49"
"02/01/2023","03","765.4","2.98"
"02/01/2023","03","780.4","3.69"
"02/01/2023","03","800.4","5.01"
"02/01/2023","03","822.9","5.69"
"02/01/2023","03","824.9","7"
"02/01/2023","03","834.9","7.01"
"02/01/2023","03","839.9","7.98"
"02/01/2023","03","858.7","8"
"02/01/2023","03","878.7","9.94"
"02/01/2023","03","889.8","10"
"02/01/2023","03","892.3","10.01"
"02/01/2023","03","914.8","10.69"
"02/01/2023","03","927.6","12"
"02/01/2023","03","975","15"
"02/01/2023","03","1025","15.15"
"02/01/2023","03","1049","15.69"
"02/01/2023","03","1061","18.69"
"02/01/2023","03","1066","20"
"02/01/2023","03","1100.5","20.69"
"02/01/2023","03","1101.5","25.64"
"02/01/2023","03","1102.5","30.64"
"02/01/2023","03","1132.5","33"
"02/01/2023","03","1162.5","35.69"
"02/01/2023","03","1170.5","40.47"
"02/01/2023","03","1178.5","45.47"
"02/01/2023","03","1181.5","50.47"
"02/01/2023","03","1221.5","95.15"
"02/01/2023","03","1233.3","100"
"02/01/2023","03","1235.3","250"
"02/01/2023","03","1247.3","1000"
"02/01/2023","03","1269.3","2000"
"02/01/2023","03","1269.4","5000"
"02/01/2023","04","56.8","0"
"02/01/2023","04","62.8",".01"
"02/01/2023","04","118.8",".79"
"02/01/2023","04","160.8",".99"
"02/01/2023","04","240.8","1"
"02/01/2023","04","243.9","1.08"
"02/01/2023","04","248.9","1.11"
"02/01/2023","04","258.9","1.12"
"02/01/2023","04","263.9","1.13"
"02/01/2023","04","273.9","1.27"
"02/01/2023","04","283.9","1.28"
"02/01/2023","04","330.9","1.29"
"02/01/2023","04","340.9","1.3"
"02/01/2023","04","345.9","1.31"
"02/01/2023","04","350.9","1.35"
"02/01/2023","04","360.9","1.36"
"02/01/2023","04","365.9","1.37"
"02/01/2023","04","370.9","1.45"
"02/01/2023","04","385.9","1.46"
"02/01/2023","04","413.9","1.49"
"02/01/2023","04","420.6","1.54"
"02/01/2023","04","423.7","1.58"
"02/01/2023","04","433.7","1.59"
"02/01/2023","04","443.7","1.6"
"02/01/2023","04","455.4","1.66"
"02/01/2023","04","480.4","1.67"
"02/01/2023","04","490.4","1.68"
"02/01/2023","04","500.4","1.76"
"02/01/2023","04","525.4","1.77"
"02/01/2023","04","531.7","1.79"
"02/01/2023","04","546.7","1.88"
"02/01/2023","04","549.8","1.89"
"02/01/2023","04","554.8","1.96"
"02/01/2023","04","569.8","1.97"
"02/01/2023","04","615.8","1.98"
"02/01/2023","04","628.3","2.08"
"02/01/2023","04","653.4","2.12"
"02/01/2023","04","672.2","2.27"
"02/01/2023","04","684.7","2.32"
"02/01/2023","04","688.7","2.34"
"02/01/2023","04","691","2.35"
"02/01/2023","04","697.3","2.37"
"02/01/2023","04","748.3","2.49"
"02/01/2023","04","751.4","2.53"
"02/01/2023","04","765.4","2.98"
"02/01/2023","04","780.4","3.69"
"02/01/2023","04","800.4","5.01"
"02/01/2023","04","822.9","5.69"
"02/01/2023","04","824.9","7"
"02/01/2023","04","834.9","7.01"
"02/01/2023","04","839.9","7.98"
"02/01/2023","04","858.7","8"
"02/01/2023","04","878.7","9.96"
"02/01/2023","04","889.8","10"
"02/01/2023","04","892.3","10.01"
"02/01/2023","04","914.8","10.69"
"02/01/2023","04","927.6","12"
"02/01/2023","04","975","15"
"02/01/2023","04","1025","15.15"
"02/01/2023","04","1049","15.69"
"02/01/2023","04","1061","18.69"
"02/01/2023","04","1066","20"
"02/01/2023","04","1100.5","20.69"
"02/01/2023","04","1101.5","32.81"
"02/01/2023","04","1131.5","33"
"02/01/2023","04","1161.5","35.69"
"02/01/2023","04","1162.5","37.81"
"02/01/2023","04","1170.5","40.86"
"02/01/2023","04","1178.5","45.86"
"02/01/2023","04","1181.5","50.86"
"02/01/2023","04","1221.5","95.15"
"02/01/2023","04","1231.3","100"
"02/01/2023","04","1233.3","250"
"02/01/2023","04","1245.3","1000"
"02/01/2023","04","1267.3","2000"
"02/01/2023","04","1267.4","5000"
"02/01/2023","05","56.8","0"
"02/01/2023","05","62.8",".01"
"02/01/2023","05","118.8",".79"
"02/01/2023","05","160.8",".99"
"02/01/2023","05","240.8","1.06"
"02/01/2023","05","282.8","1.29"
"02/01/2023","05","310.8","1.49"
"02/01/2023","05","313.9","1.8"
"02/01/2023","05","318.9","1.83"
"02/01/2023","05","323.9","1.84"
"02/01/2023","05","333.9","1.85"
"02/01/2023","05","379.9","1.98"
"02/01/2023","05","389.9","2.02"
"02/01/2023","05","399.9","2.03"
"02/01/2023","05","404.9","2.04"
"02/01/2023","05","409.9","2.05"
"02/01/2023","05","414.9","2.06"
"02/01/2023","05","419.9","2.07"
"02/01/2023","05","424.9","2.11"
"02/01/2023","05","429.9","2.12"
"02/01/2023","05","439.9","2.13"
"02/01/2023","05","449.9","2.23"
"02/01/2023","05","459.9","2.24"
"02/01/2023","05","466.6","2.33"
"02/01/2023","05","469.7","2.38"
"02/01/2023","05","474.7","2.39"
"02/01/2023","05","489.7","2.4"
"02/01/2023","05","496.4","2.47"
"02/01/2023","05","516.4","2.48"
"02/01/2023","05","582.4","2.49"
"02/01/2023","05","587.4","2.5"
"02/01/2023","05","601.4","2.59"
"02/01/2023","05","622.4","2.6"
"02/01/2023","05","628.7","2.62"
"02/01/2023","05","632.7","2.72"
"02/01/2023","05","645.7","2.73"
"02/01/2023","05","646.8","2.74"
"02/01/2023","05","651.8","2.82"
"02/01/2023","05","666.8","2.83"
"02/01/2023","05","679.3","2.95"
"02/01/2023","05","693.3","2.98"
"02/01/2023","05","699.6","3"
"02/01/2023","05","718.4","3.01"
"02/01/2023","05","737.2","3.18"
"02/01/2023","05","749.7","3.23"
"02/01/2023","05","756","3.26"
"02/01/2023","05","762.3","3.29"
"02/01/2023","05","765.4","3.48"
"02/01/2023","05","780.4","3.69"
"02/01/2023","05","800.4","5.01"
"02/01/2023","05","822.9","5.69"
"02/01/2023","05","824.9","7"
"02/01/2023","05","834.9","7.01"
"02/01/2023","05","839.9","7.98"
"02/01/2023","05","849.7","8"
"02/01/2023","05","869.7","9.94"
"02/01/2023","05","880.8","10"
"02/01/2023","05","883.3","10.01"
"02/01/2023","05","905.8","10.69"
"02/01/2023","05","918.6","12"
"02/01/2023","05","966","15"
"02/01/2023","05","1016","15.15"
"02/01/2023","05","1040","15.69"
"02/01/2023","05","1052","18.69"
"02/01/2023","05","1057","20"
"02/01/2023","05","1091.5","20.69"
"02/01/2023","05","1121.5","33"
"02/01/2023","05","1151.5","35.69"
"02/01/2023","05","1152.5","36.38"
"02/01/2023","05","1153.5","41.38"
"02/01/2023","05","1161.5","44.14"
"02/01/2023","05","1169.5","49.14"
"02/01/2023","05","1172.5","54.14"
"02/01/2023","05","1212.5","95.15"
"02/01/2023","05","1228.4","100"
"02/01/2023","05","1230.4","250"
"02/01/2023","05","1242.4","1000"
"02/01/2023","05","1264.4","2000"
"02/01/2023","05","1264.5","5000"
"02/01/2023","06","56.8","0"
"02/01/2023","06","62.8",".01"
"02/01/2023","06","108.8",".97"
"02/01/2023","06","188.8",".99"
"02/01/2023","06","234.8","1.29"
"02/01/2023","06","262.8","1.49"
"02/01/2023","06","304.8","1.99"
"02/01/2023","06","318.8","2.49"
"02/01/2023","06","332.8","2.98"
"02/01/2023","06","347.8","3.69"
"02/01/2023","06","380.8","3.98"
"02/01/2023","06","400.8","5.01"
"02/01/2023","06","423.3","5.69"
"02/01/2023","06","424.3","6.72"
"02/01/2023","06","426.4","6.73"
"02/01/2023","06","431.4","6.78"
"02/01/2023","06","436.4","6.79"
"02/01/2023","06","441.4","6.8"
"02/01/2023","06","446.4","6.82"
"02/01/2023","06","456.4","7.01"
"02/01/2023","06","461.4","7.03"
"02/01/2023","06","466.4","7.04"
"02/01/2023","06","471.4","7.05"
"02/01/2023","06","476.4","7.06"
"02/01/2023","06","481.4","7.07"
"02/01/2023","06","486.4","7.08"
"02/01/2023","06","491.4","7.1"
"02/01/2023","06","496.4","7.11"
"02/01/2023","06","501.4","7.16"
"02/01/2023","06","506.4","7.17"
"02/01/2023","06","511.4","7.19"
"02/01/2023","06","516.4","7.2"
"02/01/2023","06","521.4","7.32"
"02/01/2023","06","531.4","7.33"
"02/01/2023","06","536.4","7.34"
"02/01/2023","06","543.1","7.45"
"02/01/2023","06","546.2","7.52"
"02/01/2023","06","556.2","7.54"
"02/01/2023","06","561.2","7.55"
"02/01/2023","06","566.2","7.56"
"02/01/2023","06","577.9","7.65"
"02/01/2023","06","587.9","7.66"
"02/01/2023","06","597.9","7.67"
"02/01/2023","06","607.9","7.68"
"02/01/2023","06","612.9","7.69"
"02/01/2023","06","617.9","7.8"
"02/01/2023","06","626.9","7.81"
"02/01/2023","06","642.9","7.82"
"02/01/2023","06","647.9","7.83"
"02/01/2023","06","654.2","7.85"
"02/01/2023","06","666.2","7.99"
"02/01/2023","06","680","8"
"02/01/2023","06","682.1","8.01"
"02/01/2023","06","687.1","8.12"
"02/01/2023","06","697.1","8.13"
"02/01/2023","06","702.1","8.14"
"02/01/2023","06","714.6","8.3"
"02/01/2023","06","720.9","8.36"
"02/01/2023","06","725.9","8.37"
"02/01/2023","06","739.7","8.38"
"02/01/2023","06","758.5","8.61"
"02/01/2023","06","771","8.68"
"02/01/2023","06","773","8.72"
"02/01/2023","06","777.3","8.73"
"02/01/2023","06","783.6","8.76"
"02/01/2023","06","786.7","9.02"
"02/01/2023","06","797.8","10"
"02/01/2023","06","800.3","10.01"
"02/01/2023","06","820.3","10.02"
"02/01/2023","06","842.8","10.69"
"02/01/2023","06","855.6","12"
"02/01/2023","06","950.6","15"
"02/01/2023","06","1000.6","15.15"
"02/01/2023","06","1020.6","15.69"
"02/01/2023","06","1030.6","18.69"
"02/01/2023","06","1035.6","20"
"02/01/2023","06","1068.1","20.69"
"02/01/2023","06","1098.1","33"
"02/01/2023","06","1100.1","35"
"02/01/2023","06","1130.1","35.69"
"02/01/2023","06","1131.1","45.34"
"02/01/2023","06","1132.1","50.34"
"02/01/2023","06","1136.1","50.69"
"02/01/2023","06","1144.1","51.15"
"02/01/2023","06","1152.1","56.15"
"02/01/2023","06","1155.1","61.15"
"02/01/2023","06","1195.1","95.15"
"02/01/2023","06","1222.2","100"
"02/01/2023","06","1224.2","100.69"
"02/01/2023","06","1226.2","150.69"
"02/01/2023","06","1228.2","250"
"02/01/2023","06","1240.2","1000"
"02/01/2023","06","1262.2","2000"
"02/01/2023","06","1262.3","5000"
"02/01/2023","07","56.8","0"
"02/01/2023","07","62.8",".01"
"02/01/2023","07","118.8",".98"
"02/01/2023","07","164.8",".99"
"02/01/2023","07","244.8","1.01"
"02/01/2023","07","259.8","3.69"
"02/01/2023","07","301.8","3.97"
"02/01/2023","07","321.8","5.01"
"02/01/2023","07","344.3","5.69"
"02/01/2023","07","386.3","6.98"
"02/01/2023","07","396.3","7.01"
"02/01/2023","07","398.3","8.3"
"02/01/2023","07","399.4","8.31"
"02/01/2023","07","404.4","8.35"
"02/01/2023","07","409.4","8.36"
"02/01/2023","07","414.4","8.38"
"02/01/2023","07","419.4","8.39"
"02/01/2023","07","424.4","8.6"
"02/01/2023","07","429.4","8.61"
"02/01/2023","07","434.4","8.62"
"02/01/2023","07","439.4","8.63"
"02/01/2023","07","444.4","8.64"
"02/01/2023","07","449.4","8.65"
"02/01/2023","07","454.4","8.66"
"02/01/2023","07","459.4","8.68"
"02/01/2023","07","464.4","8.73"
"02/01/2023","07","469.4","8.74"
"02/01/2023","07","474.4","8.75"
"02/01/2023","07","479.4","8.76"
"02/01/2023","07","484.4","8.88"
"02/01/2023","07","489.4","8.89"
"02/01/2023","07","494.4","8.9"
"02/01/2023","07","499.4","8.91"
"02/01/2023","07","506.1","9.01"
"02/01/2023","07","508.1","9.08"
"02/01/2023","07","509.2","9.09"
"02/01/2023","07","514.2","9.1"
"02/01/2023","07","524.2","9.11"
"02/01/2023","07","529.2","9.12"
"02/01/2023","07","535.9","9.21"
"02/01/2023","07","550.9","9.22"
"02/01/2023","07","560.9","9.23"
"02/01/2023","07","570.9","9.24"
"02/01/2023","07","575.9","9.25"
"02/01/2023","07","584.9","9.37"
"02/01/2023","07","597.9","9.38"
"02/01/2023","07","610.9","9.39"
"02/01/2023","07","617.2","9.41"
"02/01/2023","07","629.2","9.55"
"02/01/2023","07","633.2","9.56"
"02/01/2023","07","635.3","9.57"
"02/01/2023","07","640.3","9.68"
"02/01/2023","07","650.3","9.69"
"02/01/2023","07","655.3","9.7"
"02/01/2023","07","667.8","9.86"
"02/01/2023","07","674.1","9.92"
"02/01/2023","07","689.1","9.93"
"02/01/2023","07","692.9","9.94"
"02/01/2023","07","712.9","9.95"
"02/01/2023","07","715.4","10.01"
"02/01/2023","07","720.4","10.16"
"02/01/2023","07","734.2","10.17"
"02/01/2023","07","743.2","10.23"
"02/01/2023","07","746.7","10.24"
"02/01/2023","07","753","10.28"
"02/01/2023","07","755","10.31"
"02/01/2023","07","759.3","10.32"
"02/01/2023","07","762.4","10.57"
"02/01/2023","07","784.9","10.69"
"02/01/2023","07","821.9","11.49"
"02/01/2023","07","831.7","12"
"02/01/2023","07","892.8","15"
"02/01/2023","07","910.6","20"
"02/01/2023","07","933.1","20.69"
"02/01/2023","07","983.1","30.15"
"02/01/2023","07","1013.1","33"
"02/01/2023","07","1015.1","35"
"02/01/2023","07","1045.1","35.69"
"02/01/2023","07","1046.1","47.67"
"02/01/2023","07","1070.1","50.69"
"02/01/2023","07","1071.1","52.67"
"02/01/2023","07","1079.1","56.69"
"02/01/2023","07","1087.1","61.69"
"02/01/2023","07","1090.1","66.69"
"02/01/2023","07","1106","100"
"02/01/2023","07","1118","100.69"
"02/01/2023","07","1158","110.15"
"02/01/2023","07","1170","150.69"
"02/01/2023","07","1172","250"
"02/01/2023","07","1184","1000"
"02/01/2023","07","1206","2000"
"02/01/2023","07","1206.1","5000"
"02/01/2023","08","56.8","0"
"02/01/2023","08","62.8",".01"
"02/01/2023","08","142.8","1.01"
"02/01/2023","08","157.8","3.69"
"02/01/2023","08","177.8","5.01"
"02/01/2023","08","200.3","5.69"
"02/01/2023","08","210.3","7.01"
"02/01/2023","08","211.3","7.52"
"02/01/2023","08","213.4","7.53"
"02/01/2023","08","223.4","7.56"
"02/01/2023","08","233.4","7.57"
"02/01/2023","08","238.4","7.72"
"02/01/2023","08","253.4","7.73"
"02/01/2023","08","258.4","7.74"
"02/01/2023","08","263.4","7.75"
"02/01/2023","08","273.4","7.76"
"02/01/2023","08","283.4","7.81"
"02/01/2023","08","293.4","7.82"
"02/01/2023","08","303.4","7.91"
"02/01/2023","08","313.4","7.92"
"02/01/2023","08","341.4","7.97"
"02/01/2023","08","348.1","8"
"02/01/2023","08","351.2","8.04"
"02/01/2023","08","356.2","8.05"
"02/01/2023","08","371.2","8.06"
"02/01/2023","08","387.9","8.13"
"02/01/2023","08","412.9","8.14"
"02/01/2023","08","417.9","8.15"
"02/01/2023","08","427.9","8.23"
"02/01/2023","08","452.9","8.24"
"02/01/2023","08","459.2","8.26"
"02/01/2023","08","474.2","8.35"
"02/01/2023","08","477.3","8.36"
"02/01/2023","08","492.3","8.44"
"02/01/2023","08","497.3","8.45"
"02/01/2023","08","500.3","8.55"
"02/01/2023","08","509.8","8.56"
"02/01/2023","08","531.1","8.6"
"02/01/2023","08","534.9","8.61"
"02/01/2023","08","553.7","8.76"
"02/01/2023","08","566.2","8.8"
"02/01/2023","08","572.5","8.83"
"02/01/2023","08","578.8","8.86"
"02/01/2023","08","581.9","9.03"
"02/01/2023","08","595.9","9.49"
"02/01/2023","08","615.9","10"
"02/01/2023","08","618.4","10.01"
"02/01/2023","08","640.9","10.69"
"02/01/2023","08","650.7","12"
"02/01/2023","08","664.7","12.49"
"02/01/2023","08","720.7","14.47"
"02/01/2023","08","731.8","15"
"02/01/2023","08","777.8","18.97"
"02/01/2023","08","795.6","20"
"02/01/2023","08","818.1","20.69"
"02/01/2023","08","860.1","26.97"
"02/01/2023","08","910.1","30.15"
"02/01/2023","08","940.1","33"
"02/01/2023","08","942.1","35"
"02/01/2023","08","972.1","35.69"
"02/01/2023","08","1014.1","36.97"
"02/01/2023","08","1015.1","44.87"
"02/01/2023","08","1016.1","49.87"
"02/01/2023","08","1040.1","50.69"
"02/01/2023","08","1077.1","55.97"
"02/01/2023","08","1085.1","56.55"
"02/01/2023","08","1110","60"
"02/01/2023","08","1118","61.55"
"02/01/2023","08","1121","66.55"
"02/01/2023","08","1150.3","100"
"02/01/2023","08","1162.3","100.69"
"02/01/2023","08","1202.3","110.15"
"02/01/2023","08","1214.3","150.69"
"02/01/2023","08","1216.3","250"
"02/01/2023","08","1228.3","1000"
"02/01/2023","08","1250.3","2000"
"02/01/2023","08","1250.4","5000"
"02/01/2023","09","56.8","0"
"02/01/2023","09","62.8",".01"
"02/01/2023","09","142.8","1.04"
"02/01/2023","09","145.9","2.71"
"02/01/2023","09","155.9","2.73"
"02/01/2023","09","165.9","2.74"
"02/01/2023","09","185.9","2.85"
"02/01/2023","09","190.9","2.86"
"02/01/2023","09","205.9","2.87"
"02/01/2023","09","215.9","2.91"
"02/01/2023","09","225.9","2.92"
"02/01/2023","09","230.9","2.98"
"02/01/2023","09","245.9","2.99"
"02/01/2023","09","252.6","3.05"
"02/01/2023","09","255.7","3.08"
"02/01/2023","09","275.7","3.09"
"02/01/2023","09","292.4","3.14"
"02/01/2023","09","322.4","3.15"
"02/01/2023","09","332.4","3.21"
"02/01/2023","09","357.4","3.22"
"02/01/2023","09","363.7","3.23"
"02/01/2023","09","378.7","3.3"
"02/01/2023","09","381.8","3.31"
"02/01/2023","09","386.8","3.36"
"02/01/2023","09","401.8","3.37"
"02/01/2023","09","414.3","3.45"
"02/01/2023","09","439.4","3.48"
"02/01/2023","09","458.2","3.59"
"02/01/2023","09","470.7","3.63"
"02/01/2023","09","477","3.65"
"02/01/2023","09","483.3","3.66"
"02/01/2023","09","498.3","3.69"
"02/01/2023","09","501.4","3.79"
"02/01/2023","09","521.4","5.01"
"02/01/2023","09","543.9","5.69"
"02/01/2023","09","599.9","5.99"
"02/01/2023","09","609.9","7.01"
"02/01/2023","09","637.9","7.97"
"02/01/2023","09","642.9","7.98"
"02/01/2023","09","656.9","9.49"
"02/01/2023","09","676.9","9.98"
"02/01/2023","09","679.4","10.01"
"02/01/2023","09","701.9","10.69"
"02/01/2023","09","711.7","12"
"02/01/2023","09","725.7","12.49"
"02/01/2023","09","771.7","12.97"
"02/01/2023","09","782.8","15"
"02/01/2023","09","828.8","17.97"
"02/01/2023","09","842.8","19.98"
"02/01/2023","09","860.6","20"
"02/01/2023","09","883.1","20.69"
"02/01/2023","09","925.1","26.97"
"02/01/2023","09","939.1","29"
"02/01/2023","09","989.1","30.15"
"02/01/2023","09","1019.1","33"
"02/01/2023","09","1021.1","35"
"02/01/2023","09","1051.1","35.69"
"02/01/2023","09","1084.1","40.97"
"02/01/2023","09","1085.1","45.31"
"02/01/2023","09","1093.1","45.32"
"02/01/2023","09","1100.1","49.99"
"02/01/2023","09","1101.1","50.31"
"02/01/2023","09","1109.1","50.32"
"02/01/2023","09","1133.1","50.69"
"02/01/2023","09","1136.1","55.32"
"02/01/2023","09","1186.1","60"
"02/01/2023","09","1216.1","100"
"02/01/2023","09","1228.1","100.69"
"02/01/2023","09","1268.1","110.15"
"02/01/2023","09","1280.1","150.69"
"02/01/2023","09","1282.1","250"
"02/01/2023","09","1294.1","1000"
"02/01/2023","09","1316.1","2000"
"02/01/2023","09","1316.2","5000"
"02/01/2023","10","51.8","0"
"02/01/2023","10","57.8",".01"
"02/01/2023","10","137.8","1.03"
"02/01/2023","10","183.8","1.49"
"02/01/2023","10","188.8","2.19"
"02/01/2023","10","191.9","3.05"
"02/01/2023","10","196.9","3.09"
"02/01/2023","10","206.9","3.1"
