"Delivery Date","Hour Ending","MW Offered","OFFNS Offer Price"
"02/01/2023","04","1295.5",".99"
"02/01/2023","04","1399","1"
"02/01/2023","04","1456.3","1.04"
"02/01/2023","04","1513.8","1.09"
"02/01/2023","04","1570.6","1.11"
"02/01/2023","04","1634","1.13"
"02/01/2023","04","1693","2"
"02/01/2023","04","1753.5","2.3"
"02/01/2023","04","1821.5","2.45"
"02/01/2023","04","1889.5","2.65"
"02/01/2023","04","2095.5","2.72"
"02/01/2023","04","2162.5","2.85"
"02/01/2023","04","2214.5","3"
"02/01/2023","04","2229.5","3.01"
"02/01/2023","04","2296.5","3.3"
"02/01/2023","04","2364.5","3.75"
"02/01/2023","04","2410.5","4"
"02/01/2023","04","2425.5","4.01"
"02/01/2023","04","2493.5","4.8"
"02/01/2023","04","2529.5","5"
"02/01/2023","04","2772.5","10.8"
"02/01/2023","04","3015.5","25.8"
"02/01/2023","04","3040.7","50"
"02/01/2023","04","3065.6","80"
"02/01/2023","04","3090.5","110"
"02/01/2023","04","3115.1","140"
"02/01/2023","04","3138.8","170"
"02/01/2023","04","3161.4","200"
"02/01/2023","04","3184","230"
"02/01/2023","04","3207.7","260"
"02/01/2023","04","3229.3","290"
"02/01/2023","04","3253","320"
"02/01/2023","04","3273.6","350"
"02/01/2023","04","3291.2","380"
"02/01/2023","04","3310.8","410"
"02/01/2023","04","3327.4","440"
"02/01/2023","04","3349","470"
"02/01/2023","05","737.5",".01"
"02/01/2023","05","840.5",".25"
"02/01/2023","05","888.5",".9"
"02/01/2023","05","932.5",".92"
"02/01/2023","05","976.5",".94"
"02/01/2023","05","1020.5",".96"
"02/01/2023","05","1064.5",".97"
"02/01/2023","05","1297",".99"
"02/01/2023","05","1400.5","1"
"02/01/2023","05","1457.8","1.04"
"02/01/2023","05","1515.3","1.09"
"02/01/2023","05","1572.1","1.11"
"02/01/2023","05","1635.5","1.13"
"02/01/2023","05","1694.5","2"
"02/01/2023","05","1755","2.3"
"02/01/2023","05","1823","2.45"
"02/01/2023","05","1891","2.65"
"02/01/2023","05","2097","2.72"
"02/01/2023","05","2164","2.85"
"02/01/2023","05","2216","3"
"02/01/2023","05","2231","3.01"
"02/01/2023","05","2298","3.3"
"02/01/2023","05","2366","3.75"
"02/01/2023","05","2412","4"
"02/01/2023","05","2427","4.01"
"02/01/2023","05","2495","4.8"
"02/01/2023","05","2531","5"
"02/01/2023","05","2774","10.8"
"02/01/2023","05","3017","25.8"
"02/01/2023","05","3042.1","50"
"02/01/2023","05","3066.9","80"
"02/01/2023","05","3091.7","110"
"02/01/2023","05","3116.2","140"
"02/01/2023","05","3139.8","170"
"02/01/2023","05","3162.3","200"
"02/01/2023","05","3184.8","230"
"02/01/2023","05","3208.4","260"
"02/01/2023","05","3229.9","290"
"02/01/2023","05","3253.5","320"
"02/01/2023","05","3274","350"
"02/01/2023","05","3291.5","380"
"02/01/2023","05","3311","410"
"02/01/2023","05","3327.5","440"
"02/01/2023","05","3349","470"
"02/01/2023","06","738",".01"
"02/01/2023","06","782",".92"
"02/01/2023","06","874",".94"
"02/01/2023","06","918",".96"
"02/01/2023","06","962",".97"
"02/01/2023","06","1194.5",".99"
"02/01/2023","06","1298","1"
"02/01/2023","06","1355.3","1.04"
"02/01/2023","06","1412.8","1.09"
"02/01/2023","06","1469.6","1.11"
"02/01/2023","06","1533","1.13"
"02/01/2023","06","1567","2"
"02/01/2023","06","1627.5","2.3"
"02/01/2023","06","1833.5","2.72"
"02/01/2023","06","1869.5","3"
"02/01/2023","06","1937.5","3.15"
"02/01/2023","06","2005.5","3.35"
"02/01/2023","06","2072.5","3.55"
"02/01/2023","06","2175.5","4"
"02/01/2023","06","2243.5","4.45"
"02/01/2023","06","2285.5","5"
"02/01/2023","06","2353.5","5.5"
"02/01/2023","06","2365.5","7"
"02/01/2023","06","2608.5","17.5"
"02/01/2023","06","2851.5","32.5"
"02/01/2023","06","2861.5","45.34"
"02/01/2023","06","2871.5","48.34"
"02/01/2023","06","2896.5","50"
"02/01/2023","06","2911.5","51.15"
"02/01/2023","06","2926.5","54.15"
"02/01/2023","06","2951.2","80"
"02/01/2023","06","2975.9","110"
"02/01/2023","06","3000.3","140"
"02/01/2023","06","3023.9","170"
"02/01/2023","06","3046.3","200"
"02/01/2023","06","3068.7","230"
"02/01/2023","06","3092","260"
"02/01/2023","06","3113.4","290"
"02/01/2023","06","3137","320"
"02/01/2023","06","3157.4","350"
"02/01/2023","06","3174.8","380"
"02/01/2023","06","3194.2","410"
"02/01/2023","06","3210.6","440"
"02/01/2023","06","3232","470"
"02/01/2023","07","808.1",".01"
"02/01/2023","07","852.1",".92"
"02/01/2023","07","896.1",".94"
"02/01/2023","07","940.1",".96"
"02/01/2023","07","984.1",".97"
"02/01/2023","07","1189.6",".99"
"02/01/2023","07","1293.1","1"
"02/01/2023","07","1327.1","2"
"02/01/2023","07","1387.6","2.3"
"02/01/2023","07","1593.6","2.72"
"02/01/2023","07","1629.6","3"
"02/01/2023","07","1665.6","4"
"02/01/2023","07","1701.6","5"
"02/01/2023","07","1749.6","5.17"
"02/01/2023","07","1761.6","7"
"02/01/2023","07","1767.6","25"
"02/01/2023","07","1835.6","35.15"
"02/01/2023","07","1903.6","35.45"
"02/01/2023","07","1970.6","35.9"
"02/01/2023","07","2037.6","36.35"
"02/01/2023","07","2105.6","37.2"
"02/01/2023","07","2173.6","38.25"
"02/01/2023","07","2183.6","47.67"
"02/01/2023","07","2205.6","50"
"02/01/2023","07","2448.6","50.25"
"02/01/2023","07","2458.6","50.67"
"02/01/2023","07","2473.6","56.69"
"02/01/2023","07","2488.6","59.69"
"02/01/2023","07","2731.6","65.25"
"02/01/2023","07","2753.3","80"
"02/01/2023","07","2775","110"
"02/01/2023","07","2796.5","140"
"02/01/2023","07","2817.2","170"
"02/01/2023","07","2836.9","200"
"02/01/2023","07","2856.6","230"
"02/01/2023","07","2877.1","260"
"02/01/2023","07","2895.8","290"
"02/01/2023","07","2916.5","320"
"02/01/2023","07","2934.2","350"
"02/01/2023","07","2948.9","380"
"02/01/2023","07","2965.6","410"
"02/01/2023","07","2979.3","440"
"02/01/2023","07","2998","470"
"02/01/2023","08","799.2",".01"
"02/01/2023","08","843.2",".92"
"02/01/2023","08","887.2",".94"
"02/01/2023","08","931.2",".96"
"02/01/2023","08","975.2",".97"
"02/01/2023","08","1183.7",".99"
"02/01/2023","08","1287.2","1"
"02/01/2023","08","1321.2","2"
"02/01/2023","08","1381.7","2.3"
"02/01/2023","08","1587.7","2.72"
"02/01/2023","08","1623.7","3"
"02/01/2023","08","1659.7","4"
"02/01/2023","08","1695.7","5"
"02/01/2023","08","1707.7","7"
"02/01/2023","08","1755.7","8.13"
"02/01/2023","08","1761.7","25"
"02/01/2023","08","1829.7","35.15"
"02/01/2023","08","1897.7","35.45"
"02/01/2023","08","1964.7","35.9"
"02/01/2023","08","2031.7","36.35"
"02/01/2023","08","2099.7","37.2"
"02/01/2023","08","2167.7","38.25"
"02/01/2023","08","2177.7","44.87"
"02/01/2023","08","2187.7","47.87"
"02/01/2023","08","2210","50"
"02/01/2023","08","2453","50.25"
"02/01/2023","08","2468","56.55"
"02/01/2023","08","2483","59.55"
"02/01/2023","08","2726","65.25"
"02/01/2023","08","2748.1","80"
"02/01/2023","08","2770.2","110"
"02/01/2023","08","2792","140"
"02/01/2023","08","2813.1","170"
"02/01/2023","08","2833.1","200"
"02/01/2023","08","2853.1","230"
"02/01/2023","08","2873.9","260"
"02/01/2023","08","2892.9","290"
"02/01/2023","08","2914","320"
"02/01/2023","08","2932","350"
"02/01/2023","08","2947","380"
"02/01/2023","08","2964","410"
"02/01/2023","08","2978","440"
"02/01/2023","08","2997","470"
"02/01/2023","09","795",".01"
"02/01/2023","09","839",".92"
"02/01/2023","09","883",".94"
"02/01/2023","09","927",".96"
"02/01/2023","09","971",".97"
"02/01/2023","09","1181",".99"
"02/01/2023","09","1284.5","1"
"02/01/2023","09","1318.5","2"
"02/01/2023","09","1379","2.3"
"02/01/2023","09","1585","2.72"
"02/01/2023","09","1621","3"
"02/01/2023","09","1657","4"
"02/01/2023","09","1693","5"
"02/01/2023","09","1741","6.14"
"02/01/2023","09","1753","7"
"02/01/2023","09","1759","25"
"02/01/2023","09","1827","35.15"
"02/01/2023","09","1895","35.45"
"02/01/2023","09","1962","35.9"
"02/01/2023","09","2029","36.35"
"02/01/2023","09","2097","37.2"
"02/01/2023","09","2165","38.25"
"02/01/2023","09","2175","45.31"
"02/01/2023","09","2190","45.32"
"02/01/2023","09","2200","48.31"
"02/01/2023","09","2215","48.32"
"02/01/2023","09","2237.6","50"
"02/01/2023","09","2480.6","50.25"
"02/01/2023","09","2723.6","65.25"
"02/01/2023","09","2746","80"
"02/01/2023","09","2768.4","110"
"02/01/2023","09","2790.5","140"
"02/01/2023","09","2811.8","170"
"02/01/2023","09","2832","200"
"02/01/2023","09","2852.2","230"
"02/01/2023","09","2873.5","260"
"02/01/2023","09","2892.7","290"
"02/01/2023","09","2914","320"
"02/01/2023","09","2932.2","350"
"02/01/2023","09","2947.4","380"
"02/01/2023","09","2964.6","410"
"02/01/2023","09","2978.8","440"
"02/01/2023","09","2998","470"
"02/01/2023","10","798.2",".01"
"02/01/2023","10","842.2",".92"
"02/01/2023","10","886.2",".94"
"02/01/2023","10","930.2",".96"
"02/01/2023","10","974.2",".97"
"02/01/2023","10","1182.7",".99"
"02/01/2023","10","1286.2","1"
"02/01/2023","10","1320.2","2"
"02/01/2023","10","1380.7","2.3"
"02/01/2023","10","1586.7","2.72"
"02/01/2023","10","1632.7","3"
"02/01/2023","10","1647.7","3.01"
"02/01/2023","10","1693.7","4"
"02/01/2023","10","1708.7","4.01"
"02/01/2023","10","1756.7","4.5"
"02/01/2023","10","1792.7","5"
"02/01/2023","10","1804.7","7"
"02/01/2023","10","1810.7","15"
"02/01/2023","10","1878.7","35.15"
"02/01/2023","10","1946.7","35.45"
"02/01/2023","10","2013.7","35.9"
"02/01/2023","10","2080.7","36.35"
"02/01/2023","10","2148.7","37.2"
"02/01/2023","10","2216.7","38.25"
"02/01/2023","10","2459.7","46.25"
"02/01/2023","10","2482.2","50"
"02/01/2023","10","2725.2","61.25"
"02/01/2023","10","2747.4","80"
"02/01/2023","10","2769.6","110"
"02/01/2023","10","2791.6","140"
"02/01/2023","10","2812.8","170"
"02/01/2023","10","2832.9","200"
"02/01/2023","10","2853","230"
"02/01/2023","10","2874.2","260"
"02/01/2023","10","2893.3","290"
"02/01/2023","10","2914.5","320"
"02/01/2023","10","2932.6","350"
"02/01/2023","10","2947.7","380"
"02/01/2023","10","2964.8","410"
"02/01/2023","10","2978.9","440"
"02/01/2023","10","2998","470"
"02/01/2023","11","813.1",".01"
"02/01/2023","11","857.1",".92"
"02/01/2023","11","901.1",".94"
"02/01/2023","11","945.1",".96"
"02/01/2023","11","989.1",".97"
"02/01/2023","11","1191.6",".99"
"02/01/2023","11","1295.1","1"
"02/01/2023","11","1352.4","1.04"
"02/01/2023","11","1409.9","1.09"
"02/01/2023","11","1466.7","1.11"
"02/01/2023","11","1530.1","1.13"
"02/01/2023","11","1564.1","2"
"02/01/2023","11","1624.6","2.3"
"02/01/2023","11","1672.6","2.5"
"02/01/2023","11","1878.6","2.72"
"02/01/2023","11","1924.6","3"
"02/01/2023","11","1939.6","3.01"
"02/01/2023","11","1985.6","4"
"02/01/2023","11","2000.6","4.01"
"02/01/2023","11","2042.6","5"
"02/01/2023","11","2054.6","7"
"02/01/2023","11","2122.6","10.15"
"02/01/2023","11","2190.6","10.45"
"02/01/2023","11","2257.6","10.9"
"02/01/2023","11","2324.6","11.35"
"02/01/2023","11","2392.6","12.2"
"02/01/2023","11","2460.6","13.25"
"02/01/2023","11","2703.6","16.25"
"02/01/2023","11","2946.6","31.25"
"02/01/2023","11","2968.4","50"
"02/01/2023","11","2989.9","80"
"02/01/2023","11","3011.4","110"
"02/01/2023","11","3032.7","140"
"02/01/2023","11","3053.2","170"
"02/01/2023","11","3072.7","200"
"02/01/2023","11","3092.2","230"
"02/01/2023","11","3112.5","260"
"02/01/2023","11","3131","290"
"02/01/2023","11","3151.5","320"
"02/01/2023","11","3169","350"
"02/01/2023","11","3183.5","380"
"02/01/2023","11","3200","410"
"02/01/2023","11","3213.5","440"
"02/01/2023","11","3231","470"
"02/01/2023","12","812.6",".01"
"02/01/2023","12","856.6",".92"
"02/01/2023","12","900.6",".94"
"02/01/2023","12","944.6",".96"
"02/01/2023","12","988.6",".97"
"02/01/2023","12","1191.1",".99"
"02/01/2023","12","1294.6","1"
"02/01/2023","12","1351.9","1.04"
"02/01/2023","12","1409.4","1.09"
"02/01/2023","12","1466.2","1.11"
"02/01/2023","12","1529.6","1.13"
"02/01/2023","12","1588.6","2"
"02/01/2023","12","1636.6","2.17"
"02/01/2023","12","1697.1","2.3"
"02/01/2023","12","1903.1","2.72"
"02/01/2023","12","1949.1","3"
"02/01/2023","12","1964.1","3.01"
"02/01/2023","12","2010.1","4"
"02/01/2023","12","2025.1","4.01"
"02/01/2023","12","2067.1","5"
"02/01/2023","12","2135.1","8.15"
"02/01/2023","12","2203.1","8.45"
"02/01/2023","12","2270.1","8.9"
"02/01/2023","12","2337.1","9.35"
"02/01/2023","12","2405.1","10.2"
"02/01/2023","12","2473.1","11.25"
"02/01/2023","12","2716.1","14.25"
"02/01/2023","12","2959.1","29.25"
"02/01/2023","12","2980.8","50"
"02/01/2023","12","3002.3","80"
"02/01/2023","12","3023.8","110"
"02/01/2023","12","3045","140"
"02/01/2023","12","3065.5","170"
"02/01/2023","12","3085.1","200"
"02/01/2023","12","3103.7","230"
"02/01/2023","12","3123.9","260"
"02/01/2023","12","3142.5","290"
"02/01/2023","12","3163","320"
"02/01/2023","12","3179.6","350"
"02/01/2023","12","3194.2","380"
"02/01/2023","12","3210.8","410"
"02/01/2023","12","3224.4","440"
"02/01/2023","12","3242","470"
"02/01/2023","13","832.3",".01"
"02/01/2023","13","876.3",".92"
"02/01/2023","13","920.3",".94"
"02/01/2023","13","964.3",".96"
"02/01/2023","13","1008.3",".97"
"02/01/2023","13","1198.8",".99"
"02/01/2023","13","1302.3","1"
"02/01/2023","13","1359.6","1.04"
"02/01/2023","13","1417.1","1.09"
"02/01/2023","13","1473.9","1.11"
"02/01/2023","13","1537.3","1.13"
"02/01/2023","13","1596.3","2"
"02/01/2023","13","1644.3","2.05"
"02/01/2023","13","1704.8","2.3"
"02/01/2023","13","1910.8","2.72"
"02/01/2023","13","1956.8","3"
"02/01/2023","13","1971.8","3.01"
"02/01/2023","13","2017.8","4"
"02/01/2023","13","2032.8","4.01"
"02/01/2023","13","2100.8","4.15"
"02/01/2023","13","2168.8","4.45"
"02/01/2023","13","2235.8","4.9"
"02/01/2023","13","2277.8","5"
"02/01/2023","13","2344.8","5.35"
"02/01/2023","13","2412.8","6.2"
"02/01/2023","13","2480.8","7.25"
"02/01/2023","13","2723.8","10.25"
"02/01/2023","13","2966.8","25.25"
"02/01/2023","13","2987.5","50"
"02/01/2023","13","3008","80"
"02/01/2023","13","3028.2","110"
"02/01/2023","13","3048.4","140"
"02/01/2023","13","3067.7","170"
"02/01/2023","13","3085.7","200"
"02/01/2023","13","3103.7","230"
"02/01/2023","13","3122.7","260"
"02/01/2023","13","3140.7","290"
"02/01/2023","13","3160","320"
"02/01/2023","13","3176","350"
"02/01/2023","13","3190","380"
"02/01/2023","13","3205","410"
"02/01/2023","13","3218","440"
"02/01/2023","13","3235","470"
"02/01/2023","14","829.7",".01"
"02/01/2023","14","873.7",".92"
"02/01/2023","14","917.7",".94"
"02/01/2023","14","961.7",".96"
"02/01/2023","14","1005.7",".97"
"02/01/2023","14","1197.7",".99"
"02/01/2023","14","1301.2","1"
"02/01/2023","14","1358.5","1.04"
"02/01/2023","14","1416","1.09"
"02/01/2023","14","1472.8","1.11"
"02/01/2023","14","1536.2","1.13"
"02/01/2023","14","1584.2","1.99"
"02/01/2023","14","1643.2","2"
"02/01/2023","14","1703.7","2.3"
"02/01/2023","14","1909.7","2.72"
"02/01/2023","14","1955.7","3"
"02/01/2023","14","1970.7","3.01"
"02/01/2023","14","2016.7","4"
"02/01/2023","14","2031.7","4.01"
"02/01/2023","14","2099.7","4.15"
"02/01/2023","14","2167.7","4.45"
"02/01/2023","14","2234.7","4.9"
"02/01/2023","14","2276.7","5"
"02/01/2023","14","2343.7","5.35"
"02/01/2023","14","2411.7","6.2"
"02/01/2023","14","2479.7","7.25"
"02/01/2023","14","2722.7","10.25"
"02/01/2023","14","2965.7","25.25"
"02/01/2023","14","2986.4","50"
"02/01/2023","14","3006.9","80"
"02/01/2023","14","3027.2","110"
"02/01/2023","14","3047.5","140"
"02/01/2023","14","3066.8","170"
"02/01/2023","14","3084.9","200"
"02/01/2023","14","3103","230"
"02/01/2023","14","3122.1","260"
"02/01/2023","14","3140.2","290"
"02/01/2023","14","3159.5","320"
"02/01/2023","14","3175.6","350"
"02/01/2023","14","3188.7","380"
"02/01/2023","14","3203.8","410"
"02/01/2023","14","3215.9","440"
"02/01/2023","14","3233","470"
"02/01/2023","15","964.2",".01"
"02/01/2023","15","1008.2",".92"
"02/01/2023","15","1052.2",".94"
"02/01/2023","15","1096.2",".96"
"02/01/2023","15","1140.2",".97"
"02/01/2023","15","1278.2",".99"
"02/01/2023","15","1381.7","1"
"02/01/2023","15","1439","1.04"
"02/01/2023","15","1496.5","1.09"
"02/01/2023","15","1553.3","1.11"
"02/01/2023","15","1616.7","1.13"
"02/01/2023","15","1675.7","2"
"02/01/2023","15","1736.2","2.3"
"02/01/2023","15","1942.2","2.72"
"02/01/2023","15","1988.2","3"
"02/01/2023","15","2003.2","3.01"
"02/01/2023","15","2049.2","4"
"02/01/2023","15","2064.2","4.01"
"02/01/2023","15","2132.2","4.15"
"02/01/2023","15","2200.2","4.45"
"02/01/2023","15","2267.2","4.9"
"02/01/2023","15","2309.2","5"
"02/01/2023","15","2376.2","5.35"
"02/01/2023","15","2424.2","5.5"
"02/01/2023","15","2492.2","6.2"
"02/01/2023","15","2560.2","7.25"
"02/01/2023","15","2803.2","10.25"
"02/01/2023","15","3046.2","25.25"
"02/01/2023","15","3061.2","50"
"02/01/2023","15","3076","80"
"02/01/2023","15","3090.6","110"
"02/01/2023","15","3105.2","140"
"02/01/2023","15","3119.1","170"
"02/01/2023","15","3132","200"
"02/01/2023","15","3144.9","230"
"02/01/2023","15","3158.7","260"
"02/01/2023","15","3170.6","290"
"02/01/2023","15","3184.5","320"
"02/01/2023","15","3194.4","350"
"02/01/2023","15","3202.3","380"
"02/01/2023","15","3212.2","410"
"02/01/2023","15","3219.1","440"
"02/01/2023","15","3230","470"
"02/01/2023","16","966.3",".01"
"02/01/2023","16","1010.3",".92"
"02/01/2023","16","1054.3",".94"
"02/01/2023","16","1098.3",".96"
"02/01/2023","16","1142.3",".97"
"02/01/2023","16","1277.3",".99"
"02/01/2023","16","1380.8","1"
"02/01/2023","16","1438.1","1.04"
"02/01/2023","16","1495.6","1.09"
"02/01/2023","16","1552.4","1.11"
"02/01/2023","16","1615.8","1.13"
"02/01/2023","16","1674.8","2"
"02/01/2023","16","1735.3","2.3"
"02/01/2023","16","1941.3","2.72"
"02/01/2023","16","1987.3","3"
"02/01/2023","16","2002.3","3.01"
"02/01/2023","16","2048.3","4"
"02/01/2023","16","2063.3","4.01"
"02/01/2023","16","2131.3","4.15"
"02/01/2023","16","2199.3","4.45"
"02/01/2023","16","2266.3","4.9"
"02/01/2023","16","2308.3","5"
"02/01/2023","16","2375.3","5.35"
"02/01/2023","16","2443.3","6.2"
"02/01/2023","16","2491.3","6.7"
"02/01/2023","16","2559.3","7.25"
"02/01/2023","16","2802.3","12.25"
"02/01/2023","16","3045.3","27.25"
"02/01/2023","16","3059.9","50"
"02/01/2023","16","3074.3","80"
"02/01/2023","16","3088.7","110"
"02/01/2023","16","3103.1","140"
"02/01/2023","16","3116.8","170"
"02/01/2023","16","3129.8","200"
"02/01/2023","16","3141.8","230"
"02/01/2023","16","3155.3","260"
"02/01/2023","16","3167.3","290"
"02/01/2023","16","3181","320"
"02/01/2023","16","3191","350"
"02/01/2023","16","3199","380"
"02/01/2023","16","3208","410"
"02/01/2023","16","3215","440"
"02/01/2023","16","3226","470"
"02/01/2023","17","966.3",".01"
"02/01/2023","17","1010.3",".92"
"02/01/2023","17","1054.3",".94"
"02/01/2023","17","1098.3",".96"
"02/01/2023","17","1142.3",".97"
"02/01/2023","17","1277.3",".99"
"02/01/2023","17","1380.8","1"
"02/01/2023","17","1438.1","1.04"
"02/01/2023","17","1495.6","1.09"
"02/01/2023","17","1552.4","1.11"
"02/01/2023","17","1615.8","1.13"
"02/01/2023","17","1649.8","2"
"02/01/2023","17","1710.3","2.3"
"02/01/2023","17","1916.3","2.72"
"02/01/2023","17","1952.3","3"
"02/01/2023","17","1988.3","4"
"02/01/2023","17","2056.3","4.15"
"02/01/2023","17","2124.3","4.45"
"02/01/2023","17","2191.3","4.9"
"02/01/2023","17","2227.3","5"
"02/01/2023","17","2294.3","5.35"
"02/01/2023","17","2362.3","6.2"
"02/01/2023","17","2374.3","7"
"02/01/2023","17","2442.3","8.8"
"02/01/2023","17","2490.3","9.8"
"02/01/2023","17","2496.3","10"
"02/01/2023","17","2739.3","16.8"
"02/01/2023","17","2982.3","31.8"
"02/01/2023","17","2997.3","36.5"
"02/01/2023","17","3012.3","37.5"
"02/01/2023","17","3022.3","48.99"
"02/01/2023","17","3036.9","50"
"02/01/2023","17","3046.9","51.99"
"02/01/2023","17","3061.3","80"
"02/01/2023","17","3075.7","110"
"02/01/2023","17","3090.1","140"
"02/01/2023","17","3103.8","170"
"02/01/2023","17","3116.8","200"
"02/01/2023","17","3128.8","230"
"02/01/2023","17","3142.3","260"
"02/01/2023","17","3154.3","290"
"02/01/2023","17","3168","320"
"02/01/2023","17","3178","350"
"02/01/2023","17","3186","380"
"02/01/2023","17","3195","410"
"02/01/2023","17","3202","440"
"02/01/2023","17","3213","470"
"02/01/2023","18","975.2",".01"
"02/01/2023","18","1019.2",".92"
"02/01/2023","18","1063.2",".94"
"02/01/2023","18","1107.2",".96"
"02/01/2023","18","1151.2",".97"
"02/01/2023","18","1283.2",".99"
"02/01/2023","18","1386.7","1"
"02/01/2023","18","1444","1.04"
"02/01/2023","18","1501.5","1.09"
"02/01/2023","18","1558.3","1.11"
"02/01/2023","18","1621.7","1.13"
"02/01/2023","18","1655.7","2"
"02/01/2023","18","1716.2","2.3"
"02/01/2023","18","1922.2","2.72"
"02/01/2023","18","1958.2","3"
