"Delivery Date","Hour Ending","MW Offered","REGUP Offer Price"
"01/31/2023","01","51.8","0"
"01/31/2023","01","144.3",".01"
"01/31/2023","01","174.3",".02"
"01/31/2023","01","181.8",".75"
"01/31/2023","01","232.8",".79"
"01/31/2023","01","274.8",".99"
"01/31/2023","01","316.8","1.29"
"01/31/2023","01","339.3","1.4"
"01/31/2023","01","363.3","1.7"
"01/31/2023","01","378.3","1.8"
"01/31/2023","01","395.8","1.95"
"01/31/2023","01","441.8","1.98"
"01/31/2023","01","460","2"
"01/31/2023","01","472","2.21"
"01/31/2023","01","504","2.49"
"01/31/2023","01","528","2.65"
"01/31/2023","01","536","2.71"
"01/31/2023","01","546","2.8"
"01/31/2023","01","626","2.98"
"01/31/2023","01","641","3.48"
"01/31/2023","01","651","4"
"01/31/2023","01","664","7.95"
"01/31/2023","01","694","8"
"01/31/2023","01","718","8.65"
"01/31/2023","01","738","9.99"
"01/31/2023","01","760.2","10"
"01/31/2023","01","767.7","10.91"
"01/31/2023","01","787.7","11.14"
"01/31/2023","01","882.7","11.25"
"01/31/2023","01","887.7","11.63"
"01/31/2023","01","903.7","11.68"
"01/31/2023","01","923.7","12.04"
"01/31/2023","01","933.7","12.28"
"01/31/2023","01","941.2","12.59"
"01/31/2023","01","961.2","12.71"
"01/31/2023","01","981.2","12.81"
"01/31/2023","01","1003.4","13"
"01/31/2023","01","1017.4","13.14"
"01/31/2023","01","1029.4","13.27"
"01/31/2023","01","1036.9","13.4"
"01/31/2023","01","1044.4","13.91"
"01/31/2023","01","1064.4","14.17"
"01/31/2023","01","1078.4","14.4"
"01/31/2023","01","1102.4","14.65"
"01/31/2023","01","1117.4","14.66"
"01/31/2023","01","1137.4","14.8"
"01/31/2023","01","1157.4","14.97"
"01/31/2023","01","1177.4","15.09"
"01/31/2023","01","1191.4","15.11"
"01/31/2023","01","1203.4","15.21"
"01/31/2023","01","1215.4","15.32"
"01/31/2023","01","1230.4","15.4"
"01/31/2023","01","1245.4","15.51"
"01/31/2023","01","1257.4","15.6"
"01/31/2023","01","1272.4","16.19"
"01/31/2023","01","1292.4","16.71"
"01/31/2023","01","1308.4","16.92"
"01/31/2023","01","1338","18.2"
"01/31/2023","01","1353","18.36"
"01/31/2023","01","1364","20"
"01/31/2023","01","1383","22.65"
"01/31/2023","01","1388","25"
"01/31/2023","01","1398","75"
"01/31/2023","01","1410.8","100"
"01/31/2023","01","1432.8","2000"
"01/31/2023","01","1432.9","5000"
"01/31/2023","02","51.8","0"
"01/31/2023","02","174.3",".01"
"01/31/2023","02","181.8",".03"
"01/31/2023","02","232.8",".79"
"01/31/2023","02","274.8",".99"
"01/31/2023","02","316.8","1.29"
"01/31/2023","02","339.3","1.4"
"01/31/2023","02","363.3","1.7"
"01/31/2023","02","378.3","1.8"
"01/31/2023","02","395.8","1.95"
"01/31/2023","02","441.8","1.98"
"01/31/2023","02","460","2"
"01/31/2023","02","472","2.21"
"01/31/2023","02","504","2.49"
"01/31/2023","02","528","2.65"
"01/31/2023","02","536","2.71"
"01/31/2023","02","546","2.8"
"01/31/2023","02","626","3.01"
"01/31/2023","02","641","3.26"
"01/31/2023","02","651","4"
"01/31/2023","02","658.5","7.87"
"01/31/2023","02","678.5","7.88"
"01/31/2023","02","691.5","7.95"
"01/31/2023","02","721.5","8"
"01/31/2023","02","737.5","8.43"
"01/31/2023","02","761.5","8.65"
"01/31/2023","02","781.5","8.79"
"01/31/2023","02","791.5","9.03"
"01/31/2023","02","811.5","9.47"
"01/31/2023","02","839","9.57"
"01/31/2023","02","853","9.89"
"01/31/2023","02","873","9.93"
"01/31/2023","02","895.2","10"
"01/31/2023","02","907.2","10.03"
"01/31/2023","02","914.7","10.39"
"01/31/2023","02","922.2","10.9"
"01/31/2023","02","942.2","10.94"
"01/31/2023","02","956.2","11.17"
"01/31/2023","02","1051.2","11.25"
"01/31/2023","02","1066.2","11.43"
"01/31/2023","02","1086.2","11.57"
"01/31/2023","02","1091.2","11.63"
"01/31/2023","02","1111.2","11.75"
"01/31/2023","02","1131.2","11.87"
"01/31/2023","02","1145.2","11.89"
"01/31/2023","02","1157.2","11.99"
"01/31/2023","02","1169.2","12.1"
"01/31/2023","02","1184.2","12.18"
"01/31/2023","02","1199.2","12.28"
"01/31/2023","02","1211.2","12.38"
"01/31/2023","02","1226.2","12.98"
"01/31/2023","02","1248.4","13"
"01/31/2023","02","1268.4","13.49"
"01/31/2023","02","1284.4","13.71"
"01/31/2023","02","1308.4","14.65"
"01/31/2023","02","1323.4","15.17"
"01/31/2023","02","1353","18.2"
"01/31/2023","02","1364","20"
"01/31/2023","02","1383","22.65"
"01/31/2023","02","1388","25"
"01/31/2023","02","1398","75"
"01/31/2023","02","1408.3","100"
"01/31/2023","02","1430.3","2000"
"01/31/2023","02","1430.4","5000"
"01/31/2023","03","51.8","0"
"01/31/2023","03","61.8",".01"
"01/31/2023","03","174.3",".08"
"01/31/2023","03","181.8",".24"
"01/31/2023","03","232.8",".79"
"01/31/2023","03","274.8",".99"
"01/31/2023","03","316.8","1.29"
"01/31/2023","03","339.3","1.4"
"01/31/2023","03","363.3","1.7"
"01/31/2023","03","378.3","1.8"
"01/31/2023","03","395.8","1.95"
"01/31/2023","03","441.8","1.98"
"01/31/2023","03","460","2"
"01/31/2023","03","472","2.21"
"01/31/2023","03","504","2.49"
"01/31/2023","03","528","2.65"
"01/31/2023","03","536","2.71"
"01/31/2023","03","546","2.8"
"01/31/2023","03","626","3.03"
"01/31/2023","03","636","4"
"01/31/2023","03","651","4.58"
"01/31/2023","03","671","5.95"
"01/31/2023","03","678.5","6.01"
"01/31/2023","03","694.5","6.5"
"01/31/2023","03","714.5","6.8"
"01/31/2023","03","724.5","7.04"
"01/31/2023","03","744.5","7.43"
"01/31/2023","03","764.5","7.52"
"01/31/2023","03","772","7.59"
"01/31/2023","03","786","7.86"
"01/31/2023","03","799","7.95"
"01/31/2023","03","811","7.98"
"01/31/2023","03","841","8"
"01/31/2023","03","848.5","8.35"
"01/31/2023","03","872.5","8.65"
"01/31/2023","03","892.5","8.81"
"01/31/2023","03","900","8.82"
"01/31/2023","03","914","9.04"
"01/31/2023","03","929","9.27"
"01/31/2023","03","949","9.4"
"01/31/2023","03","969","9.57"
