"Delivery Date","Hour Ending","MW Offered","OFFNS Offer Price"
"02/02/2023","01","602.1",".01"
"02/02/2023","01","618.7",".4"
"02/02/2023","01","662.7",".92"
"02/02/2023","01","706.7",".94"
"02/02/2023","01","750.7",".96"
"02/02/2023","01","794.7",".97"
"02/02/2023","01","1078.2",".99"
"02/02/2023","01","1205.5","1.04"
"02/02/2023","01","1265.5","1.05"
"02/02/2023","01","1323","1.09"
"02/02/2023","01","1379.8","1.11"
"02/02/2023","01","1443.2","1.13"
"02/02/2023","01","1513.2","1.14"
"02/02/2023","01","1573.2","1.15"
"02/02/2023","01","1618.2","1.22"
"02/02/2023","01","1663.2","1.42"
"02/02/2023","01","1708.2","1.62"
"02/02/2023","01","1753.2","1.82"
"02/02/2023","01","1812.2","2"
"02/02/2023","01","1872.7","2.3"
"02/02/2023","01","1938.7","2.45"
"02/02/2023","01","2004.7","2.65"
"02/02/2023","01","2210.7","2.72"
"02/02/2023","01","2275.7","2.85"
"02/02/2023","01","2369.7","3"
"02/02/2023","01","2384.7","3.01"
"02/02/2023","01","2449.7","3.3"
"02/02/2023","01","2517.7","3.75"
"02/02/2023","01","2563.7","4"
"02/02/2023","01","2578.7","4.01"
"02/02/2023","01","2646.7","4.8"
"02/02/2023","01","2682.7","5"
"02/02/2023","01","2921.7","10.8"
"02/02/2023","01","3156.7","25.8"
"02/02/2023","01","3187.1","50"
"02/02/2023","01","3217.2","80"
"02/02/2023","01","3247.3","110"
"02/02/2023","01","3277.4","140"
"02/02/2023","01","3306","170"
"02/02/2023","01","3333.4","200"
"02/02/2023","01","3359.8","230"
"02/02/2023","01","3388.1","260"
"02/02/2023","01","3414.5","290"
"02/02/2023","01","3443.1","320"
"02/02/2023","01","3468.5","350"
"02/02/2023","01","3490.9","380"
"02/02/2023","01","3515.3","410"
"02/02/2023","01","3536.7","440"
"02/02/2023","01","3563.1","470"
"02/02/2023","02","597.7",".01"
"02/02/2023","02","614.3",".4"
"02/02/2023","02","658.3",".92"
"02/02/2023","02","702.3",".94"
"02/02/2023","02","746.3",".96"
"02/02/2023","02","790.3",".97"
"02/02/2023","02","1073.8",".99"
"02/02/2023","02","1201.1","1.04"
"02/02/2023","02","1261.1","1.05"
"02/02/2023","02","1318.6","1.09"
"02/02/2023","02","1375.4","1.11"
"02/02/2023","02","1438.8","1.13"
"02/02/2023","02","1508.8","1.14"
"02/02/2023","02","1568.8","1.15"
"02/02/2023","02","1613.8","1.22"
"02/02/2023","02","1658.8","1.42"
"02/02/2023","02","1703.8","1.62"
"02/02/2023","02","1748.8","1.82"
"02/02/2023","02","1807.8","2"
"02/02/2023","02","1855.8","2.14"
"02/02/2023","02","1916.3","2.3"
"02/02/2023","02","1982.3","2.45"
"02/02/2023","02","2048.3","2.65"
"02/02/2023","02","2254.3","2.72"
"02/02/2023","02","2319.3","2.85"
"02/02/2023","02","2365.3","3"
"02/02/2023","02","2380.3","3.01"
"02/02/2023","02","2445.3","3.3"
"02/02/2023","02","2513.3","3.75"
"02/02/2023","02","2559.3","4"
"02/02/2023","02","2574.3","4.01"
"02/02/2023","02","2642.3","4.8"
"02/02/2023","02","2678.3","5"
"02/02/2023","02","2917.3","10.8"
"02/02/2023","02","3152.3","25.8"
"02/02/2023","02","3182.9","50"
"02/02/2023","02","3213.2","80"
"02/02/2023","02","3243.5","110"
"02/02/2023","02","3273.4","140"
"02/02/2023","02","3302.2","170"
"02/02/2023","02","3329.9","200"
"02/02/2023","02","3356.6","230"
"02/02/2023","02","3385.1","260"
"02/02/2023","02","3411.8","290"
"02/02/2023","02","3440.6","320"
"02/02/2023","02","3466.3","350"
"02/02/2023","02","3490","380"
"02/02/2023","02","3514.7","410"
"02/02/2023","02","3537.4","440"
"02/02/2023","02","3564.1","470"
"02/02/2023","03","737.4",".01"
"02/02/2023","03","754",".4"
"02/02/2023","03","798",".92"
"02/02/2023","03","842",".94"
"02/02/2023","03","886",".96"
"02/02/2023","03","930",".97"
"02/02/2023","03","1158",".99"
"02/02/2023","03","1285.3","1.04"
"02/02/2023","03","1345.3","1.05"
"02/02/2023","03","1402.8","1.09"
"02/02/2023","03","1459.6","1.11"
"02/02/2023","03","1523","1.13"
"02/02/2023","03","1593","1.14"
"02/02/2023","03","1653","1.15"
"02/02/2023","03","1698","1.22"
"02/02/2023","03","1743","1.42"
"02/02/2023","03","1788","1.62"
"02/02/2023","03","1833","1.82"
"02/02/2023","03","1892","2"
"02/02/2023","03","1940","2.24"
"02/02/2023","03","2000.5","2.3"
"02/02/2023","03","2066.5","2.45"
"02/02/2023","03","2132.5","2.65"
"02/02/2023","03","2338.5","2.72"
"02/02/2023","03","2403.5","2.85"
"02/02/2023","03","2449.5","3"
"02/02/2023","03","2464.5","3.01"
"02/02/2023","03","2529.5","3.3"
"02/02/2023","03","2597.5","3.75"
"02/02/2023","03","2643.5","4"
"02/02/2023","03","2658.5","4.01"
"02/02/2023","03","2726.5","4.8"
"02/02/2023","03","2762.5","5"
"02/02/2023","03","3001.5","10.8"
"02/02/2023","03","3236.5","25.8"
"02/02/2023","03","3261.1","50"
"02/02/2023","03","3285.5","80"
"02/02/2023","03","3309.9","110"
"02/02/2023","03","3334","140"
"02/02/2023","03","3357.2","170"
"02/02/2023","03","3379.3","200"
"02/02/2023","03","3400.4","230"
"02/02/2023","03","3423.3","260"
"02/02/2023","03","3444.4","290"
"02/02/2023","03","3467.6","320"
"02/02/2023","03","3487.7","350"
"02/02/2023","03","3505.8","380"
"02/02/2023","03","3524.9","410"
"02/02/2023","03","3542","440"
"02/02/2023","03","3563.1","470"
"02/02/2023","04","738.7",".01"
"02/02/2023","04","755.3",".4"
"02/02/2023","04","799.3",".92"
"02/02/2023","04","843.3",".94"
"02/02/2023","04","887.3",".96"
"02/02/2023","04","931.3",".97"
"02/02/2023","04","1159.3",".99"
"02/02/2023","04","1286.6","1.04"
"02/02/2023","04","1346.6","1.05"
"02/02/2023","04","1404.1","1.09"
"02/02/2023","04","1460.9","1.11"
"02/02/2023","04","1524.3","1.13"
"02/02/2023","04","1594.3","1.14"
"02/02/2023","04","1654.3","1.15"
"02/02/2023","04","1699.3","1.22"
"02/02/2023","04","1744.3","1.42"
"02/02/2023","04","1789.3","1.62"
"02/02/2023","04","1834.3","1.82"
"02/02/2023","04","1893.3","2"
"02/02/2023","04","1953.8","2.3"
"02/02/2023","04","2001.8","2.37"
"02/02/2023","04","2067.8","2.45"
"02/02/2023","04","2133.8","2.65"
"02/02/2023","04","2339.8","2.72"
"02/02/2023","04","2404.8","2.85"
"02/02/2023","04","2450.8","3"
"02/02/2023","04","2465.8","3.01"
"02/02/2023","04","2530.8","3.3"
"02/02/2023","04","2598.8","3.75"
"02/02/2023","04","2644.8","4"
"02/02/2023","04","2659.8","4.01"
"02/02/2023","04","2727.8","4.8"
"02/02/2023","04","2763.8","5"
"02/02/2023","04","3002.8","10.8"
"02/02/2023","04","3237.8","25.8"
"02/02/2023","04","3262.4","50"
"02/02/2023","04","3286.7","80"
"02/02/2023","04","3311","110"
"02/02/2023","04","3335","140"
"02/02/2023","04","3358.1","170"
"02/02/2023","04","3380.1","200"
"02/02/2023","04","3401.1","230"
"02/02/2023","04","3424","260"
"02/02/2023","04","3445","290"
"02/02/2023","04","3468.1","320"
"02/02/2023","04","3488.1","350"
"02/02/2023","04","3506.1","380"
"02/02/2023","04","3525.1","410"
"02/02/2023","04","3542.1","440"
"02/02/2023","04","3563.1","470"
"02/02/2023","05","740",".01"
"02/02/2023","05","756.6",".4"
"02/02/2023","05","800.6",".92"
"02/02/2023","05","844.6",".94"
"02/02/2023","05","888.6",".96"
"02/02/2023","05","932.6",".97"
"02/02/2023","05","1160.6",".99"
"02/02/2023","05","1287.9","1.04"
"02/02/2023","05","1347.9","1.05"
"02/02/2023","05","1405.4","1.09"
"02/02/2023","05","1462.2","1.11"
"02/02/2023","05","1525.6","1.13"
"02/02/2023","05","1595.6","1.14"
"02/02/2023","05","1655.6","1.15"
"02/02/2023","05","1700.6","1.22"
"02/02/2023","05","1745.6","1.42"
"02/02/2023","05","1790.6","1.62"
"02/02/2023","05","1835.6","1.82"
"02/02/2023","05","1894.6","2"
"02/02/2023","05","1942.6","2.21"
"02/02/2023","05","2003.1","2.3"
"02/02/2023","05","2069.1","2.45"
"02/02/2023","05","2135.1","2.65"
"02/02/2023","05","2341.1","2.72"
"02/02/2023","05","2406.1","2.85"
"02/02/2023","05","2452.1","3"
"02/02/2023","05","2467.1","3.01"
"02/02/2023","05","2532.1","3.3"
"02/02/2023","05","2600.1","3.75"
"02/02/2023","05","2646.1","4"
"02/02/2023","05","2661.1","4.01"
"02/02/2023","05","2729.1","4.8"
"02/02/2023","05","2765.1","5"
"02/02/2023","05","3004.1","10.8"
"02/02/2023","05","3239.1","25.8"
"02/02/2023","05","3263.6","50"
"02/02/2023","05","3287.8","80"
"02/02/2023","05","3312","110"
"02/02/2023","05","3335.9","140"
"02/02/2023","05","3359","170"
"02/02/2023","05","3380.9","200"
"02/02/2023","05","3401.8","230"
"02/02/2023","05","3424.6","260"
"02/02/2023","05","3445.5","290"
"02/02/2023","05","3468.6","320"
"02/02/2023","05","3488.5","350"
"02/02/2023","05","3506.4","380"
"02/02/2023","05","3525.3","410"
"02/02/2023","05","3542.2","440"
"02/02/2023","05","3563.1","470"
"02/02/2023","06","743.2",".01"
"02/02/2023","06","759.8",".4"
"02/02/2023","06","803.8",".92"
"02/02/2023","06","847.8",".94"
"02/02/2023","06","891.8",".96"
"02/02/2023","06","935.8",".97"
"02/02/2023","06","1162.3",".99"
"02/02/2023","06","1289.6","1.04"
"02/02/2023","06","1349.6","1.05"
"02/02/2023","06","1407.1","1.09"
"02/02/2023","06","1463.9","1.11"
"02/02/2023","06","1527.3","1.13"
"02/02/2023","06","1597.3","1.14"
"02/02/2023","06","1657.3","1.15"
"02/02/2023","06","1702.3","1.22"
"02/02/2023","06","1747.3","1.42"
"02/02/2023","06","1792.3","1.62"
"02/02/2023","06","1837.3","1.82"
"02/02/2023","06","1871.3","2"
"02/02/2023","06","1931.8","2.3"
"02/02/2023","06","2137.8","2.72"
"02/02/2023","06","2173.8","3"
"02/02/2023","06","2239.8","3.15"
"02/02/2023","06","2305.8","3.35"
"02/02/2023","06","2370.8","3.55"
"02/02/2023","06","2471.8","4"
"02/02/2023","06","2519.8","4.24"
"02/02/2023","06","2587.8","4.45"
"02/02/2023","06","2623.8","5"
"02/02/2023","06","2691.8","5.5"
"02/02/2023","06","2703.8","7"
"02/02/2023","06","2942.8","17.5"
"02/02/2023","06","3177.8","32.5"
"02/02/2023","06","3187.8","45.34"
"02/02/2023","06","3197.8","48.34"
"02/02/2023","06","3222.2","50"
"02/02/2023","06","3237.2","51.15"
"02/02/2023","06","3252.2","54.15"
"02/02/2023","06","3276.3","80"
"02/02/2023","06","3300.4","110"
"02/02/2023","06","3324.2","140"
"02/02/2023","06","3347.1","170"
"02/02/2023","06","3368.9","200"
"02/02/2023","06","3389.7","230"
"02/02/2023","06","3412.4","260"
"02/02/2023","06","3433.2","290"
"02/02/2023","06","3456.1","320"
"02/02/2023","06","3475.9","350"
"02/02/2023","06","3493.7","380"
"02/02/2023","06","3512.5","410"
"02/02/2023","06","3529.3","440"
"02/02/2023","06","3550.1","470"
"02/02/2023","07","819.6",".01"
"02/02/2023","07","833.1",".4"
"02/02/2023","07","877.1",".92"
"02/02/2023","07","921.1",".94"
"02/02/2023","07","965.1",".96"
"02/02/2023","07","1009.1",".97"
"02/02/2023","07","1205.6",".99"
"02/02/2023","07","1332.9","1.04"
"02/02/2023","07","1392.9","1.05"
"02/02/2023","07","1450.4","1.09"
"02/02/2023","07","1507.2","1.11"
"02/02/2023","07","1570.6","1.13"
"02/02/2023","07","1640.6","1.14"
"02/02/2023","07","1700.6","1.15"
"02/02/2023","07","1745.6","1.22"
"02/02/2023","07","1790.6","1.42"
"02/02/2023","07","1835.6","1.62"
"02/02/2023","07","1880.6","1.82"
"02/02/2023","07","1914.6","2"
"02/02/2023","07","1975.1","2.3"
"02/02/2023","07","2181.1","2.72"
"02/02/2023","07","2217.1","3"
"02/02/2023","07","2253.1","4"
"02/02/2023","07","2289.1","5"
"02/02/2023","07","2301.1","7"
"02/02/2023","07","2349.1","15.14"
"02/02/2023","07","2415.1","35.15"
"02/02/2023","07","2481.1","35.45"
"02/02/2023","07","2546.1","35.9"
"02/02/2023","07","2611.1","36.35"
"02/02/2023","07","2679.1","37.2"
"02/02/2023","07","2747.1","38.25"
"02/02/2023","07","2757.1","47.67"
"02/02/2023","07","2778.2","50"
"02/02/2023","07","3017.2","50.25"
"02/02/2023","07","3027.2","50.67"
"02/02/2023","07","3042.2","56.69"
"02/02/2023","07","3057.2","59.69"
"02/02/2023","07","3292.2","65.25"
"02/02/2023","07","3313","80"
"02/02/2023","07","3333.8","110"
"02/02/2023","07","3354.4","140"
"02/02/2023","07","3374.2","170"
"02/02/2023","07","3393","200"
"02/02/2023","07","3410.8","230"
"02/02/2023","07","3430.4","260"
"02/02/2023","07","3448.2","290"
"02/02/2023","07","3468","320"
"02/02/2023","07","3484.8","350"
"02/02/2023","07","3499.6","380"
"02/02/2023","07","3515.4","410"
"02/02/2023","07","3529.2","440"
"02/02/2023","07","3547","470"
"02/02/2023","08","814.7",".01"
"02/02/2023","08","828.2",".4"
"02/02/2023","08","872.2",".92"
"02/02/2023","08","916.2",".94"
"02/02/2023","08","960.2",".96"
"02/02/2023","08","1004.2",".97"
"02/02/2023","08","1202.2",".99"
"02/02/2023","08","1329.5","1.04"
"02/02/2023","08","1389.5","1.05"
"02/02/2023","08","1447","1.09"
"02/02/2023","08","1503.8","1.11"
"02/02/2023","08","1567.2","1.13"
"02/02/2023","08","1637.2","1.14"
"02/02/2023","08","1697.2","1.15"
"02/02/2023","08","1742.2","1.22"
"02/02/2023","08","1787.2","1.42"
"02/02/2023","08","1832.2","1.62"
"02/02/2023","08","1877.2","1.82"
"02/02/2023","08","1911.2","2"
"02/02/2023","08","1971.7","2.3"
"02/02/2023","08","2177.7","2.72"
"02/02/2023","08","2213.7","3"
"02/02/2023","08","2249.7","4"
"02/02/2023","08","2285.7","5"
"02/02/2023","08","2297.7","7"
"02/02/2023","08","2345.7","24.21"
"02/02/2023","08","2411.7","35.15"
"02/02/2023","08","2477.7","35.45"
"02/02/2023","08","2542.7","35.9"
"02/02/2023","08","2607.7","36.35"
"02/02/2023","08","2675.7","37.2"
"02/02/2023","08","2743.7","38.25"
"02/02/2023","08","2753.7","44.87"
"02/02/2023","08","2763.7","47.87"
"02/02/2023","08","2784.9","50"
"02/02/2023","08","3023.9","50.25"
"02/02/2023","08","3038.9","56.55"
"02/02/2023","08","3053.9","59.55"
"02/02/2023","08","3288.9","65.25"
"02/02/2023","08","3309.9","80"
"02/02/2023","08","3330.9","110"
"02/02/2023","08","3351.6","140"
"02/02/2023","08","3371.6","170"
"02/02/2023","08","3389.6","200"
"02/02/2023","08","3407.6","230"
"02/02/2023","08","3427.3","260"
"02/02/2023","08","3445.3","290"
"02/02/2023","08","3465","320"
"02/02/2023","08","3482","350"
"02/02/2023","08","3497","380"
"02/02/2023","08","3513","410"
"02/02/2023","08","3527","440"
"02/02/2023","08","3545","470"
"02/02/2023","09","808.2",".01"
"02/02/2023","09","821.7",".4"
"02/02/2023","09","865.7",".92"
"02/02/2023","09","909.7",".94"
"02/02/2023","09","953.7",".96"
"02/02/2023","09","997.7",".97"
"02/02/2023","09","1197.2",".99"
"02/02/2023","09","1324.5","1.04"
"02/02/2023","09","1384.5","1.05"
"02/02/2023","09","1442","1.09"
"02/02/2023","09","1498.8","1.11"
"02/02/2023","09","1562.1","1.13"
"02/02/2023","09","1632.1","1.14"
"02/02/2023","09","1692.1","1.15"
"02/02/2023","09","1737.1","1.22"
"02/02/2023","09","1782.1","1.42"
"02/02/2023","09","1827.1","1.62"
"02/02/2023","09","1872.1","1.82"
"02/02/2023","09","1906.1","2"
"02/02/2023","09","1966.6","2.3"
"02/02/2023","09","2172.6","2.72"
"02/02/2023","09","2208.6","3"
"02/02/2023","09","2244.6","4"
"02/02/2023","09","2280.6","5"
"02/02/2023","09","2292.6","7"
"02/02/2023","09","2340.6","18.73"
"02/02/2023","09","2406.6","35.15"
"02/02/2023","09","2472.6","35.45"
"02/02/2023","09","2537.6","35.9"
"02/02/2023","09","2602.6","36.35"
"02/02/2023","09","2670.6","37.2"
"02/02/2023","09","2738.6","38.25"
"02/02/2023","09","2748.6","45.31"
"02/02/2023","09","2763.6","45.32"
"02/02/2023","09","2773.6","48.31"
"02/02/2023","09","2788.6","48.32"
"02/02/2023","09","2810.1","50"
"02/02/2023","09","3049.1","50.25"
"02/02/2023","09","3284.1","65.25"
"02/02/2023","09","3305.3","80"
"02/02/2023","09","3326.3","110"
"02/02/2023","09","3347.3","140"
"02/02/2023","09","3367.5","170"
"02/02/2023","09","3385.8","200"
"02/02/2023","09","3404.1","230"
"02/02/2023","09","3424.1","260"
"02/02/2023","09","3442.4","290"
"02/02/2023","09","3462.4","320"
"02/02/2023","09","3479.7","350"
"02/02/2023","09","3495","380"
"02/02/2023","09","3511.3","410"
"02/02/2023","09","3525.6","440"
"02/02/2023","09","3543.9","470"
"02/02/2023","10","796.9",".01"
"02/02/2023","10","810.4",".4"
"02/02/2023","10","854.4",".92"
"02/02/2023","10","898.4",".94"
"02/02/2023","10","942.4",".96"
"02/02/2023","10","986.4",".97"
"02/02/2023","10","1190.4",".99"
"02/02/2023","10","1317.7","1.04"
"02/02/2023","10","1377.7","1.05"
"02/02/2023","10","1435.2","1.09"
"02/02/2023","10","1492","1.11"
"02/02/2023","10","1555.2","1.13"
"02/02/2023","10","1625.2","1.14"
"02/02/2023","10","1685.2","1.15"
"02/02/2023","10","1730.2","1.22"
"02/02/2023","10","1775.2","1.42"
"02/02/2023","10","1820.2","1.62"
"02/02/2023","10","1865.2","1.82"
"02/02/2023","10","1899.2","2"
"02/02/2023","10","1959.7","2.3"
"02/02/2023","10","2165.7","2.72"
"02/02/2023","10","2211.7","3"
"02/02/2023","10","2226.7","3.01"
"02/02/2023","10","2272.7","4"
"02/02/2023","10","2287.7","4.01"
"02/02/2023","10","2323.7","5"
"02/02/2023","10","2335.7","7"
"02/02/2023","10","2401.7","8.15"
"02/02/2023","10","2467.7","8.45"
"02/02/2023","10","2532.7","8.9"
"02/02/2023","10","2597.7","9.35"
"02/02/2023","10","2665.7","10.2"
"02/02/2023","10","2733.7","11.25"
"02/02/2023","10","2781.7","12.32"
"02/02/2023","10","3020.7","19.25"
"02/02/2023","10","3255.7","34.25"
"02/02/2023","10","3277.6","50"
"02/02/2023","10","3299.2","80"
"02/02/2023","10","3320.6","110"
"02/02/2023","10","3342","140"
"02/02/2023","10","3362.6","170"
"02/02/2023","10","3381.4","200"
"02/02/2023","10","3400.2","230"
"02/02/2023","10","3420.6","260"
"02/02/2023","10","3439.4","290"
"02/02/2023","10","3459.8","320"
"02/02/2023","10","3476.6","350"
"02/02/2023","10","3491.4","380"
"02/02/2023","10","3508.2","410"
"02/02/2023","10","3522","440"
"02/02/2023","10","3539.8","470"
"02/02/2023","11","804",".01"
"02/02/2023","11","817.5",".4"
"02/02/2023","11","861.5",".92"
"02/02/2023","11","905.5",".94"
"02/02/2023","11","949.5",".96"
"02/02/2023","11","993.5",".97"
"02/02/2023","11","1191.5",".99"
"02/02/2023","11","1318.8","1.04"
"02/02/2023","11","1378.8","1.05"
"02/02/2023","11","1436.3","1.09"
"02/02/2023","11","1493.1","1.11"
"02/02/2023","11","1556.3","1.13"
"02/02/2023","11","1626.3","1.14"
"02/02/2023","11","1686.3","1.15"
"02/02/2023","11","1731.3","1.22"
"02/02/2023","11","1776.3","1.42"
"02/02/2023","11","1821.3","1.62"
"02/02/2023","11","1866.3","1.82"
"02/02/2023","11","1900.3","2"
"02/02/2023","11","1960.8","2.3"
"02/02/2023","11","2166.8","2.72"
"02/02/2023","11","2212.8","3"
"02/02/2023","11","2227.8","3.01"
"02/02/2023","11","2273.8","4"
"02/02/2023","11","2288.8","4.01"
"02/02/2023","11","2324.8","5"
"02/02/2023","11","2336.8","7"
"02/02/2023","11","2402.8","8.15"
"02/02/2023","11","2450.8","8.33"
"02/02/2023","11","2516.8","8.45"
"02/02/2023","11","2581.8","8.9"
"02/02/2023","11","2646.8","9.35"
"02/02/2023","11","2714.8","10.2"
"02/02/2023","11","2782.8","11.25"
"02/02/2023","11","3021.8","14.25"
"02/02/2023","11","3256.8","29.25"
"02/02/2023","11","3278","50"
"02/02/2023","11","3298.9","80"
"02/02/2023","11","3319.8","110"
"02/02/2023","11","3340.7","140"
"02/02/2023","11","3360.6","170"
"02/02/2023","11","3379.3","200"
"02/02/2023","11","3398","230"
"02/02/2023","11","3417.7","260"
"02/02/2023","11","3436.4","290"
"02/02/2023","11","3456.3","320"
"02/02/2023","11","3472","350"
"02/02/2023","11","3486.7","380"
"02/02/2023","11","3502.4","410"
"02/02/2023","11","3516.1","440"
"02/02/2023","11","3533.8","470"
"02/02/2023","12","794.3",".01"
"02/02/2023","12","807.8",".4"
