"Delivery Date","Hour Ending","MW Offered","REGUP Offer Price"
"02/02/2023","01","51.8","0"
"02/02/2023","01","61.8",".01"
"02/02/2023","01","117.8",".79"
"02/02/2023","01","159.8",".99"
"02/02/2023","01","201.8","1.29"
"02/02/2023","01","224.3","1.4"
"02/02/2023","01","248.3","1.7"
"02/02/2023","01","263.3","1.8"
"02/02/2023","01","280.8","1.95"
"02/02/2023","01","326.8","1.98"
"02/02/2023","01","345","2"
"02/02/2023","01","351","2.21"
"02/02/2023","01","357","2.31"
"02/02/2023","01","363","2.41"
"02/02/2023","01","402","2.49"
"02/02/2023","01","426","2.65"
"02/02/2023","01","430","2.71"
"02/02/2023","01","440","2.8"
"02/02/2023","01","444","2.81"
"02/02/2023","01","448","2.91"
"02/02/2023","01","528","2.98"
"02/02/2023","01","538","4"
"02/02/2023","01","559.6","5"
"02/02/2023","01","581.2","6.5"
"02/02/2023","01","588.7","7.12"
"02/02/2023","01","593.7","7.32"
"02/02/2023","01","613.7","7.44"
"02/02/2023","01","637.2","7.94"
"02/02/2023","01","650.2","7.95"
"02/02/2023","01","686.2","8"
"02/02/2023","01","706.2","8.21"
"02/02/2023","01","716.2","8.43"
"02/02/2023","01","740.2","8.65"
"02/02/2023","01","760.2","8.82"
"02/02/2023","01","789","9.1"
"02/02/2023","01","803","9.21"
"02/02/2023","01","823","10.02"
"02/02/2023","01","843","10.15"
"02/02/2023","01","857","10.36"
"02/02/2023","01","877","10.79"
"02/02/2023","01","891","11.08"
"02/02/2023","01","898.5","11.21"
"02/02/2023","01","913.5","11.24"
"02/02/2023","01","1008.5","11.25"
"02/02/2023","01","1028.5","11.29"
"02/02/2023","01","1036","11.36"
"02/02/2023","01","1048","11.66"
"02/02/2023","01","1063","11.89"
"02/02/2023","01","1083","11.91"
"02/02/2023","01","1098","11.99"
"02/02/2023","01","1110","12.11"
"02/02/2023","01","1130","12.5"
"02/02/2023","01","1146","12.7"
"02/02/2023","01","1161","13.03"
"02/02/2023","01","1183.5","13.05"
"02/02/2023","01","1203.5","13.13"
"02/02/2023","01","1211","13.25"
"02/02/2023","01","1223","13.31"
"02/02/2023","01","1235","13.54"
"02/02/2023","01","1257.5","13.96"
"02/02/2023","01","1272.5","14.53"
"02/02/2023","01","1296.5","14.65"
"02/02/2023","01","1311.5","14.77"
"02/02/2023","01","1326.5","14.91"
"02/02/2023","01","1341.5","15.18"
"02/02/2023","01","1356.5","16.8"
"02/02/2023","01","1364","17.01"
"02/02/2023","01","1375","20"
"02/02/2023","01","1394","22.65"
"02/02/2023","01","1399","25"
"02/02/2023","01","1409","75"
"02/02/2023","01","1421.1","100"
"02/02/2023","01","1443.1","2000"
"02/02/2023","01","1443.2","5000"
"02/02/2023","02","51.8","0"
"02/02/2023","02","61.8",".01"
"02/02/2023","02","117.8",".79"
"02/02/2023","02","159.8",".99"
"02/02/2023","02","201.8","1.29"
"02/02/2023","02","224.3","1.4"
"02/02/2023","02","248.3","1.7"
"02/02/2023","02","263.3","1.8"
"02/02/2023","02","280.8","1.95"
"02/02/2023","02","326.8","1.98"
"02/02/2023","02","345","2"
"02/02/2023","02","351","2.21"
"02/02/2023","02","357","2.31"
"02/02/2023","02","363","2.41"
"02/02/2023","02","402","2.49"
"02/02/2023","02","426","2.65"
"02/02/2023","02","430","2.71"
"02/02/2023","02","440","2.8"
"02/02/2023","02","444","2.81"
"02/02/2023","02","448","2.91"
"02/02/2023","02","528","3.05"
"02/02/2023","02","538","4"
"02/02/2023","02","559.6","5"
"02/02/2023","02","567.1","5.16"
"02/02/2023","02","587.1","5.34"
"02/02/2023","02","603.1","5.84"
"02/02/2023","02","610.6","5.98"
"02/02/2023","02","630.6","6.12"
"02/02/2023","02","640.6","6.34"
"02/02/2023","02","662.2","6.5"
"02/02/2023","02","682.2","6.73"
"02/02/2023","02","696.2","7.12"
"02/02/2023","02","706.2","7.32"
"02/02/2023","02","719.2","7.95"
"02/02/2023","02","755.2","8"
"02/02/2023","02","775.2","8.07"
"02/02/2023","02","789.2","8.28"
"02/02/2023","02","813.2","8.65"
"02/02/2023","02","833.2","8.72"
"02/02/2023","02","847.2","9.01"
"02/02/2023","02","876","9.1"
"02/02/2023","02","891","9.17"
"02/02/2023","02","911","9.22"
"02/02/2023","02","918.5","9.28"
"02/02/2023","02","926","9.43"
"02/02/2023","02","938","9.59"
"02/02/2023","02","953","9.83"
"02/02/2023","02","973","9.85"
"02/02/2023","02","988","9.92"
"02/02/2023","02","1008","9.98"
"02/02/2023","02","1020","10.04"
"02/02/2023","02","1040","10.44"
"02/02/2023","02","1056","10.64"
"02/02/2023","02","1071","10.98"
"02/02/2023","02","1093.5","11.04"
"02/02/2023","02","1113.5","11.07"
"02/02/2023","02","1208.5","11.25"
"02/02/2023","02","1220.5","11.26"
"02/02/2023","02","1228","11.35"
"02/02/2023","02","1240","11.49"
"02/02/2023","02","1262.5","11.96"
"02/02/2023","02","1277.5","12.49"
"02/02/2023","02","1292.5","12.74"
"02/02/2023","02","1307.5","12.88"
"02/02/2023","02","1322.5","13.15"
"02/02/2023","02","1346.5","14.65"
"02/02/2023","02","1361.5","14.78"
"02/02/2023","02","1369","14.84"
"02/02/2023","02","1380","20"
"02/02/2023","02","1399","22.65"
"02/02/2023","02","1404","25"
"02/02/2023","02","1414","75"
"02/02/2023","02","1424.7","100"
"02/02/2023","02","1446.7","2000"
"02/02/2023","02","1446.8","5000"
"02/02/2023","03","51.8","0"
"02/02/2023","03","61.8",".01"
"02/02/2023","03","117.8",".79"
"02/02/2023","03","159.8",".99"
"02/02/2023","03","201.8","1.29"
"02/02/2023","03","224.3","1.4"
"02/02/2023","03","248.3","1.7"
"02/02/2023","03","263.3","1.8"
"02/02/2023","03","280.8","1.95"
"02/02/2023","03","326.8","1.98"
"02/02/2023","03","345","2"
"02/02/2023","03","351","2.21"
"02/02/2023","03","357","2.31"
"02/02/2023","03","363","2.41"
"02/02/2023","03","402","2.49"
"02/02/2023","03","426","2.65"
"02/02/2023","03","430","2.71"
"02/02/2023","03","440","2.8"
"02/02/2023","03","444","2.81"
"02/02/2023","03","448","2.91"
"02/02/2023","03","528","3.01"
"02/02/2023","03","538","4"
"02/02/2023","03","545.5","4.86"
"02/02/2023","03","567.1","5"
"02/02/2023","03","587.1","5.03"
"02/02/2023","03","603.1","5.53"
"02/02/2023","03","610.6","5.62"
"02/02/2023","03","630.6","5.76"
"02/02/2023","03","640.6","5.98"
"02/02/2023","03","660.6","6.33"
"02/02/2023","03","682.2","6.5"
"02/02/2023","03","696.2","6.72"
"02/02/2023","03","701.2","7.32"
"02/02/2023","03","721.2","7.59"
"02/02/2023","03","735.2","7.79"
"02/02/2023","03","748.2","7.95"
"02/02/2023","03","784.2","8"
"02/02/2023","03","804.2","8.19"
"02/02/2023","03","818.2","8.48"
"02/02/2023","03","833.2","8.61"
"02/02/2023","03","877.2","8.65"
"02/02/2023","03","884.7","8.67"
"02/02/2023","03","892.2","8.81"
"02/02/2023","03","904.2","9.02"
"02/02/2023","03","933","9.1"
"02/02/2023","03","948","9.23"
"02/02/2023","03","968","9.24"
"02/02/2023","03","983","9.32"
"02/02/2023","03","995","9.44"
"02/02/2023","03","1015","9.8"
"02/02/2023","03","1035","9.95"
"02/02/2023","03","1051","9.99"
"02/02/2023","03","1066","10.3"
"02/02/2023","03","1088.5","10.34"
"02/02/2023","03","1108.5","10.38"
"02/02/2023","03","1120.5","10.57"
"02/02/2023","03","1128","10.59"
"02/02/2023","03","1140","10.77"
"02/02/2023","03","1162.5","11.2"
"02/02/2023","03","1257.5","11.25"
"02/02/2023","03","1272.5","11.71"
"02/02/2023","03","1287.5","11.94"
"02/02/2023","03","1302.5","12.07"
"02/02/2023","03","1317.5","12.32"
"02/02/2023","03","1332.5","13.85"
"02/02/2023","03","1340","13.97"
"02/02/2023","03","1364","14.65"
"02/02/2023","03","1375","20"
"02/02/2023","03","1394","22.65"
"02/02/2023","03","1399","25"
"02/02/2023","03","1409","75"
"02/02/2023","03","1419.9","100"
"02/02/2023","03","1441.9","2000"
"02/02/2023","03","1442","5000"
"02/02/2023","04","51.8","0"
"02/02/2023","04","61.8",".01"
"02/02/2023","04","117.8",".79"
"02/02/2023","04","159.8",".99"
"02/02/2023","04","201.8","1.29"
"02/02/2023","04","224.3","1.4"
"02/02/2023","04","248.3","1.7"
"02/02/2023","04","263.3","1.8"
"02/02/2023","04","280.8","1.95"
"02/02/2023","04","326.8","1.98"
"02/02/2023","04","345","2"
"02/02/2023","04","351","2.21"
"02/02/2023","04","357","2.31"
"02/02/2023","04","363","2.41"
"02/02/2023","04","402","2.49"
"02/02/2023","04","426","2.65"
"02/02/2023","04","430","2.71"
"02/02/2023","04","440","2.8"
"02/02/2023","04","444","2.81"
"02/02/2023","04","448","2.91"
"02/02/2023","04","528","2.97"
"02/02/2023","04","538","4"
"02/02/2023","04","545.5","4.67"
"02/02/2023","04","565.5","4.81"
"02/02/2023","04","587.1","5"
"02/02/2023","04","603.1","5.31"
"02/02/2023","04","610.6","5.4"
"02/02/2023","04","630.6","5.52"
"02/02/2023","04","640.6","5.73"
