"Delivery Date","Hour Ending","MW Offered","RRSPFR Offer Price"
"02/02/2023","02","784.7","1.01"
"02/02/2023","02","788.6","1.03"
"02/02/2023","02","828.6","1.05"
"02/02/2023","02","832.6","1.19"
"02/02/2023","02","956","1.2"
"02/02/2023","02","1051","1.25"
"02/02/2023","02","1136","1.29"
"02/02/2023","02","1196","1.3"
"02/02/2023","02","1296","1.32"
"02/02/2023","02","1297.5","1.49"
"02/02/2023","02","1355.5","1.5"
"02/02/2023","02","1403.5","1.56"
"02/02/2023","02","1443.5","1.6"
"02/02/2023","02","1483.5","1.89"
"02/02/2023","02","1532","1.95"
"02/02/2023","02","1579.5","1.98"
"02/02/2023","02","1629.8","2"
"02/02/2023","02","1643.8","2.04"
"02/02/2023","02","1715.8","2.15"
"02/02/2023","02","1736.8","2.17"
"02/02/2023","02","1756.8","2.29"
"02/02/2023","02","1798.8","2.31"
"02/02/2023","02","1813","2.4"
"02/02/2023","02","1856","2.49"
"02/02/2023","02","1876","2.89"
"02/02/2023","02","1988","3"
"02/02/2023","02","2004.8","3.01"
"02/02/2023","02","2014.8","3.39"
"02/02/2023","02","2024.8","4"
"02/02/2023","02","2058.8","4.95"
"02/02/2023","02","2061.8","4.97"
"02/02/2023","02","2167.8","5"
"02/02/2023","02","2187.8","5.37"
"02/02/2023","02","2211.3","5.69"
"02/02/2023","02","2227.3","5.87"
"02/02/2023","02","2247.3","6.24"
"02/02/2023","02","2257.3","6.46"
"02/02/2023","02","2277.3","6.96"
"02/02/2023","02","2280.3","7"
"02/02/2023","02","2287.8","7.14"
"02/02/2023","02","2301.8","7.34"
"02/02/2023","02","2309.3","7.52"
"02/02/2023","02","2311.3","7.99"
"02/02/2023","02","2314.3","8"
"02/02/2023","02","2321.8","8.1"
"02/02/2023","02","2393.8","8.15"
"02/02/2023","02","2413.8","8.46"
"02/02/2023","02","2421.3","8.54"
"02/02/2023","02","2435.3","8.67"
"02/02/2023","02","2438.3","9"
"02/02/2023","02","2458.3","9.22"
"02/02/2023","02","2478.3","9.44"
"02/02/2023","02","2492.3","9.51"
"02/02/2023","02","2507.3","9.7"
"02/02/2023","02","2527.3","9.81"
"02/02/2023","02","2534.8","9.95"
"02/02/2023","02","2544.8","9.99"
"02/02/2023","02","2604.8","10"
"02/02/2023","02","2612.3","10.12"
"02/02/2023","02","2624.3","10.18"
"02/02/2023","02","2639.3","10.45"
"02/02/2023","02","2659.3","10.5"
"02/02/2023","02","2674.3","10.54"
"02/02/2023","02","2686.3","10.69"
"02/02/2023","02","2693.8","10.98"
"02/02/2023","02","2713.8","11.17"
"02/02/2023","02","2721.3","11.18"
"02/02/2023","02","2737.3","11.36"
"02/02/2023","02","2752.3","11.76"
"02/02/2023","02","2767.3","11.87"
"02/02/2023","02","2789.8","11.88"
"02/02/2023","02","2809.8","11.9"
"02/02/2023","02","2821.8","12.09"
"02/02/2023","02","2844.3","12.27"
"02/02/2023","02","2851.8","12.33"
"02/02/2023","02","2863.8","12.37"
"02/02/2023","02","2886.3","12.94"
"02/02/2023","02","2908.8","13.32"
"02/02/2023","02","2916.3","13.44"
"02/02/2023","02","2931.3","13.49"
"02/02/2023","02","2946.3","13.56"
"02/02/2023","02","2961.3","13.78"
"02/02/2023","02","2976.3","13.86"
"02/02/2023","02","2991.3","13.94"
"02/02/2023","02","3006.3","14.02"
"02/02/2023","02","3078.3","14.15"
"02/02/2023","02","3093.3","14.24"
"02/02/2023","02","3108.3","14.27"
"02/02/2023","02","3115.8","15.05"
"02/02/2023","02","3123.3","16.04"
"02/02/2023","02","3138.3","16.11"
"02/02/2023","02","3153.3","16.14"
"02/02/2023","02","3210.3","29.15"
"02/02/2023","02","3215.3","39.11"
"02/02/2023","02","3217.3","47.11"
"02/02/2023","02","3239.3","50.69"
"02/02/2023","02","3269.3","100"
"02/02/2023","02","3309.3","400"
"02/02/2023","02","3309.4","5000"
"02/02/2023","03","142.7","0"
"02/02/2023","03","167.5",".01"
"02/02/2023","03","170.5",".29"
"02/02/2023","03","173.5",".49"
"02/02/2023","03","203.2",".5"
"02/02/2023","03","259.2",".63"
"02/02/2023","03","272.2",".73"
"02/02/2023","03","287.2",".75"
"02/02/2023","03","314.2",".78"
"02/02/2023","03","388.7",".79"
"02/02/2023","03","415.7",".8"
"02/02/2023","03","458.7",".81"
"02/02/2023","03","471.7",".82"
"02/02/2023","03","511.7",".89"
"02/02/2023","03","553.7",".99"
"02/02/2023","03","774.8","1"
"02/02/2023","03","824.7","1.01"
"02/02/2023","03","828.6","1.03"
"02/02/2023","03","832.6","1.19"
"02/02/2023","03","956","1.2"
"02/02/2023","03","1051","1.25"
"02/02/2023","03","1136","1.29"
"02/02/2023","03","1196","1.3"
"02/02/2023","03","1296","1.32"
"02/02/2023","03","1297.5","1.49"
"02/02/2023","03","1355.5","1.5"
"02/02/2023","03","1403.5","1.56"
"02/02/2023","03","1443.5","1.6"
"02/02/2023","03","1483.5","1.89"
"02/02/2023","03","1532","1.95"
"02/02/2023","03","1579.5","1.98"
"02/02/2023","03","1629.8","2"
"02/02/2023","03","1643.8","2.05"
"02/02/2023","03","1715.8","2.15"
"02/02/2023","03","1736.8","2.17"
"02/02/2023","03","1756.8","2.29"
"02/02/2023","03","1798.8","2.31"
"02/02/2023","03","1813","2.4"
"02/02/2023","03","1856","2.49"
"02/02/2023","03","1876","2.89"
"02/02/2023","03","1988","3"
"02/02/2023","03","2004.8","3.01"
"02/02/2023","03","2014.8","3.39"
"02/02/2023","03","2024.8","4"
"02/02/2023","03","2058.8","4.95"
"02/02/2023","03","2061.8","4.97"
"02/02/2023","03","2167.8","5"
"02/02/2023","03","2187.8","5.27"
"02/02/2023","03","2211.3","5.69"
"02/02/2023","03","2227.3","5.77"
"02/02/2023","03","2247.3","6.14"
"02/02/2023","03","2257.3","6.36"
"02/02/2023","03","2277.3","6.86"
"02/02/2023","03","2280.3","7"
"02/02/2023","03","2287.8","7.05"
"02/02/2023","03","2301.8","7.24"
"02/02/2023","03","2309.3","7.42"
"02/02/2023","03","2329.3","7.83"
"02/02/2023","03","2331.3","7.99"
"02/02/2023","03","2341.8","8"
"02/02/2023","03","2413.8","8.15"
"02/02/2023","03","2433.8","8.36"
"02/02/2023","03","2441.3","8.44"
"02/02/2023","03","2455.3","8.57"
"02/02/2023","03","2458.3","9"
"02/02/2023","03","2478.3","9.12"
"02/02/2023","03","2492.3","9.41"
"02/02/2023","03","2507.3","9.6"
"02/02/2023","03","2527.3","9.71"
"02/02/2023","03","2534.8","9.86"
"02/02/2023","03","2594.8","9.97"
"02/02/2023","03","2604.8","9.99"
"02/02/2023","03","2612.3","10.03"
"02/02/2023","03","2624.3","10.08"
"02/02/2023","03","2639.3","10.35"
"02/02/2023","03","2659.3","10.4"
"02/02/2023","03","2674.3","10.44"
"02/02/2023","03","2686.3","10.59"
"02/02/2023","03","2693.8","10.88"
"02/02/2023","03","2713.8","11.07"
"02/02/2023","03","2721.3","11.08"
"02/02/2023","03","2737.3","11.26"
"02/02/2023","03","2752.3","11.66"
"02/02/2023","03","2767.3","11.77"
"02/02/2023","03","2789.8","11.78"
"02/02/2023","03","2809.8","11.8"
"02/02/2023","03","2821.8","11.99"
"02/02/2023","03","2844.3","12.17"
"02/02/2023","03","2851.8","12.23"
"02/02/2023","03","2863.8","12.27"
"02/02/2023","03","2886.3","12.84"
"02/02/2023","03","2908.8","13.22"
"02/02/2023","03","2916.3","13.34"
"02/02/2023","03","2931.3","13.39"
"02/02/2023","03","2946.3","13.46"
"02/02/2023","03","2961.3","13.68"
"02/02/2023","03","2976.3","13.76"
"02/02/2023","03","2991.3","13.84"
"02/02/2023","03","3006.3","13.92"
"02/02/2023","03","3021.3","14.14"
"02/02/2023","03","3093.3","14.15"
"02/02/2023","03","3108.3","14.17"
"02/02/2023","03","3115.8","14.95"
"02/02/2023","03","3123.3","15.93"
"02/02/2023","03","3138.3","16.01"
"02/02/2023","03","3153.3","16.04"
"02/02/2023","03","3210.3","29.15"
"02/02/2023","03","3215.3","38.13"
"02/02/2023","03","3217.3","46.13"
"02/02/2023","03","3239.3","50.69"
"02/02/2023","03","3269.3","100"
"02/02/2023","03","3309.3","400"
"02/02/2023","03","3309.4","5000"
"02/02/2023","04","142.7","0"
"02/02/2023","04","167.5",".01"
"02/02/2023","04","170.5",".29"
"02/02/2023","04","173.5",".49"
"02/02/2023","04","203.2",".5"
"02/02/2023","04","259.2",".63"
"02/02/2023","04","272.2",".73"
"02/02/2023","04","287.2",".75"
"02/02/2023","04","314.2",".78"
"02/02/2023","04","388.7",".79"
"02/02/2023","04","415.7",".8"
"02/02/2023","04","458.7",".81"
"02/02/2023","04","471.7",".82"
"02/02/2023","04","511.7",".89"
"02/02/2023","04","551.7",".97"
"02/02/2023","04","593.7",".99"
"02/02/2023","04","814.8","1"
"02/02/2023","04","824.7","1.01"
"02/02/2023","04","828.6","1.03"
"02/02/2023","04","832.6","1.19"
"02/02/2023","04","956","1.2"
"02/02/2023","04","1051","1.25"
"02/02/2023","04","1136","1.29"
"02/02/2023","04","1196","1.3"
"02/02/2023","04","1296","1.32"
"02/02/2023","04","1297.5","1.49"
"02/02/2023","04","1355.5","1.5"
"02/02/2023","04","1403.5","1.56"
"02/02/2023","04","1443.5","1.6"
"02/02/2023","04","1483.5","1.89"
"02/02/2023","04","1532","1.95"
"02/02/2023","04","1579.5","1.98"
"02/02/2023","04","1629.8","2"
"02/02/2023","04","1643.8","2.08"
"02/02/2023","04","1715.8","2.15"
"02/02/2023","04","1736.8","2.17"
"02/02/2023","04","1756.8","2.29"
"02/02/2023","04","1798.8","2.31"
"02/02/2023","04","1813","2.4"
"02/02/2023","04","1856","2.49"
"02/02/2023","04","1876","2.89"
"02/02/2023","04","1988","3"
"02/02/2023","04","2004.8","3.01"
"02/02/2023","04","2014.8","3.39"
"02/02/2023","04","2024.8","4"
"02/02/2023","04","2044.8","4.84"
"02/02/2023","04","2078.8","4.95"
"02/02/2023","04","2081.8","4.97"
"02/02/2023","04","2187.8","5"
"02/02/2023","04","2203.8","5.34"
"02/02/2023","04","2227.3","5.69"
"02/02/2023","04","2247.3","5.71"
"02/02/2023","04","2257.3","5.93"
"02/02/2023","04","2277.3","6.43"
"02/02/2023","04","2284.8","6.65"
"02/02/2023","04","2298.8","6.81"
"02/02/2023","04","2306.3","6.99"
"02/02/2023","04","2309.3","7"
"02/02/2023","04","2316.8","7.6"
"02/02/2023","04","2336.8","7.83"
"02/02/2023","04","2356.8","7.93"
"02/02/2023","04","2358.8","7.99"
"02/02/2023","04","2361.8","8"
"02/02/2023","04","2369.3","8.01"
"02/02/2023","04","2383.3","8.14"
"02/02/2023","04","2455.3","8.15"
"02/02/2023","04","2475.3","8.69"
"02/02/2023","04","2489.3","8.98"
"02/02/2023","04","2492.3","9"
"02/02/2023","04","2507.3","9.17"
"02/02/2023","04","2527.3","9.28"
"02/02/2023","04","2534.8","9.45"
"02/02/2023","04","2542.3","9.63"
"02/02/2023","04","2554.3","9.65"
"02/02/2023","04","2569.3","9.92"
"02/02/2023","04","2589.3","9.97"
"02/02/2023","04","2599.3","9.99"
"02/02/2023","04","2614.3","10.01"
"02/02/2023","04","2674.3","10.02"
"02/02/2023","04","2686.3","10.16"
"02/02/2023","04","2693.8","10.45"
"02/02/2023","04","2713.8","10.64"
"02/02/2023","04","2721.3","10.65"
"02/02/2023","04","2737.3","10.83"
"02/02/2023","04","2752.3","11.23"
"02/02/2023","04","2767.3","11.34"
"02/02/2023","04","2789.8","11.36"
"02/02/2023","04","2809.8","11.37"
"02/02/2023","04","2821.8","11.56"
"02/02/2023","04","2844.3","11.74"
"02/02/2023","04","2851.8","11.83"
"02/02/2023","04","2863.8","11.84"
"02/02/2023","04","2886.3","12.42"
"02/02/2023","04","2908.8","12.79"
"02/02/2023","04","2916.3","12.91"
"02/02/2023","04","2931.3","12.96"
"02/02/2023","04","2946.3","13.03"
"02/02/2023","04","2961.3","13.25"
"02/02/2023","04","2976.3","13.33"
"02/02/2023","04","2991.3","13.41"
"02/02/2023","04","3006.3","13.49"
"02/02/2023","04","3021.3","13.71"
"02/02/2023","04","3036.3","13.74"
"02/02/2023","04","3108.3","14.15"
"02/02/2023","04","3115.8","14.52"
"02/02/2023","04","3123.3","15.47"
"02/02/2023","04","3138.3","15.58"
"02/02/2023","04","3153.3","15.61"
"02/02/2023","04","3210.3","29.15"
"02/02/2023","04","3215.3","40.21"
"02/02/2023","04","3217.3","48.21"
"02/02/2023","04","3239.3","50.69"
"02/02/2023","04","3274.3","100"
"02/02/2023","04","3314.3","400"
"02/02/2023","04","3314.4","5000"
"02/02/2023","05","142.7","0"
"02/02/2023","05","167.5",".01"
"02/02/2023","05","170.5",".29"
"02/02/2023","05","173.5",".49"
"02/02/2023","05","203.2",".5"
"02/02/2023","05","259.2",".63"
"02/02/2023","05","272.2",".73"
"02/02/2023","05","287.2",".75"
"02/02/2023","05","314.2",".78"
"02/02/2023","05","388.7",".79"
"02/02/2023","05","415.7",".8"
"02/02/2023","05","458.7",".81"
"02/02/2023","05","471.7",".82"
"02/02/2023","05","511.7",".89"
"02/02/2023","05","551.7",".96"
"02/02/2023","05","593.7",".99"
"02/02/2023","05","814.8","1"
"02/02/2023","05","824.7","1.01"
"02/02/2023","05","828.6","1.03"
"02/02/2023","05","832.6","1.19"
"02/02/2023","05","956","1.2"
"02/02/2023","05","1051","1.25"
"02/02/2023","05","1136","1.29"
"02/02/2023","05","1196","1.3"
"02/02/2023","05","1296","1.32"
"02/02/2023","05","1297.5","1.49"
"02/02/2023","05","1355.5","1.5"
"02/02/2023","05","1403.5","1.56"
"02/02/2023","05","1443.5","1.6"
"02/02/2023","05","1483.5","1.89"
"02/02/2023","05","1532","1.95"
"02/02/2023","05","1579.5","1.98"
"02/02/2023","05","1629.8","2"
"02/02/2023","05","1701.8","2.15"
"02/02/2023","05","1721.8","2.29"
"02/02/2023","05","1763.8","2.31"
"02/02/2023","05","1778","2.4"
"02/02/2023","05","1821","2.49"
"02/02/2023","05","1841","2.89"
"02/02/2023","05","1855","2.91"
"02/02/2023","05","1988","3"
"02/02/2023","05","2004.8","3.01"
"02/02/2023","05","2014.8","3.39"
"02/02/2023","05","2024.8","4"
"02/02/2023","05","2058.8","4.95"
"02/02/2023","05","2061.8","4.97"
"02/02/2023","05","2167.8","5"
"02/02/2023","05","2191.3","5.69"
"02/02/2023","05","2194.3","7"
"02/02/2023","05","2196.3","7.99"
"02/02/2023","05","2199.3","8"
"02/02/2023","05","2271.3","8.15"
"02/02/2023","05","2291.3","8.35"
"02/02/2023","05","2311.3","8.36"
"02/02/2023","05","2327.3","8.85"
"02/02/2023","05","2330.3","9"
"02/02/2023","05","2350.3","9.22"
"02/02/2023","05","2360.3","9.44"
"02/02/2023","05","2367.8","9.93"
"02/02/2023","05","2387.8","9.94"
"02/02/2023","05","2447.8","9.99"
"02/02/2023","05","2461.8","10.32"
"02/02/2023","05","2469.3","10.5"
"02/02/2023","05","2476.8","10.88"
"02/02/2023","05","2496.8","11.44"
"02/02/2023","05","2504.3","11.52"
"02/02/2023","05","2518.3","11.65"
"02/02/2023","05","2538.3","12.2"
"02/02/2023","05","2552.3","12.49"
"02/02/2023","05","2567.3","12.68"
"02/02/2023","05","2574.8","12.73"
"02/02/2023","05","2594.8","12.79"
"02/02/2023","05","2602.3","12.9"
"02/02/2023","05","2614.3","13.16"
"02/02/2023","05","2629.3","13.43"
"02/02/2023","05","2649.3","13.48"
"02/02/2023","05","2664.3","13.52"
"02/02/2023","05","2676.3","13.67"
"02/02/2023","05","2683.8","13.96"
"02/02/2023","05","2775.8","14.15"
"02/02/2023","05","2783.3","14.16"
"02/02/2023","05","2799.3","14.34"
"02/02/2023","05","2814.3","14.74"
"02/02/2023","05","2836.8","14.8"
"02/02/2023","05","2851.8","14.85"
"02/02/2023","05","2871.8","14.88"
"02/02/2023","05","2883.8","15.07"
"02/02/2023","05","2891.3","15.11"
"02/02/2023","05","2913.8","15.25"
"02/02/2023","05","2925.8","15.35"
"02/02/2023","05","2948.3","15.85"
"02/02/2023","05","2970.8","16.3"
"02/02/2023","05","2978.3","16.42"
"02/02/2023","05","2993.3","16.47"
"02/02/2023","05","3008.3","16.54"
"02/02/2023","05","3023.3","16.76"
"02/02/2023","05","3038.3","16.84"
"02/02/2023","05","3053.3","16.92"
"02/02/2023","05","3068.3","17"
"02/02/2023","05","3083.3","17.22"
"02/02/2023","05","3098.3","17.25"
"02/02/2023","05","3105.8","18.03"
"02/02/2023","05","3120.8","19.09"
"02/02/2023","05","3135.8","19.12"
"02/02/2023","05","3143.3","19.22"
"02/02/2023","05","3200.3","29.15"
"02/02/2023","05","3205.3","35.76"
"02/02/2023","05","3207.3","43.76"
"02/02/2023","05","3229.3","50.69"
"02/02/2023","05","3244.3","100"
"02/02/2023","05","3284.3","400"
"02/02/2023","05","3284.4","5000"
"02/02/2023","06","142.7","0"
"02/02/2023","06","167.5",".01"
"02/02/2023","06","170.5",".29"
"02/02/2023","06","173.5",".49"
"02/02/2023","06","203.2",".5"
"02/02/2023","06","259.2",".63"
"02/02/2023","06","272.2",".73"
"02/02/2023","06","287.2",".75"
"02/02/2023","06","314.2",".78"
"02/02/2023","06","388.7",".79"
"02/02/2023","06","415.7",".8"
"02/02/2023","06","458.7",".81"
"02/02/2023","06","471.7",".82"
"02/02/2023","06","557.7",".97"
"02/02/2023","06","778.8","1"
"02/02/2023","06","788.7","1.01"
"02/02/2023","06","792.7","1.19"
"02/02/2023","06","916.1","1.2"
"02/02/2023","06","1011.1","1.25"
"02/02/2023","06","1060.1","1.29"
"02/02/2023","06","1120.1","1.3"
"02/02/2023","06","1220.1","1.32"
"02/02/2023","06","1224","1.46"
"02/02/2023","06","1225.5","1.49"
"02/02/2023","06","1283.5","1.5"
"02/02/2023","06","1331.5","1.56"
"02/02/2023","06","1371.5","1.6"
"02/02/2023","06","1420","1.95"
"02/02/2023","06","1421.5","1.98"
"02/02/2023","06","1436.5","1.99"
"02/02/2023","06","1486.8","2"
"02/02/2023","06","1528.8","2.31"
"02/02/2023","06","1573.8","2.39"
"02/02/2023","06","1588","2.4"
"02/02/2023","06","1592","2.49"
"02/02/2023","06","1652","3"
"02/02/2023","06","1668.8","3.01"
"02/02/2023","06","1688.8","3.39"
"02/02/2023","06","1730.8","3.49"
"02/02/2023","06","1754.3","3.69"
"02/02/2023","06","1764.3","4"
"02/02/2023","06","1784.3","4.56"
"02/02/2023","06","1818.3","4.95"
"02/02/2023","06","1821.3","4.97"
"02/02/2023","06","1927.3","5"
"02/02/2023","06","1942.3","5.6"
"02/02/2023","06","1965.3","5.69"
"02/02/2023","06","2000.3","5.98"
"02/02/2023","06","2003.3","7"
"02/02/2023","06","2079.3","7.95"
"02/02/2023","06","2081.3","7.99"
"02/02/2023","06","2084.3","8"
"02/02/2023","06","2156.3","8.15"
"02/02/2023","06","2159.3","9"
"02/02/2023","06","2219.3","10.01"
"02/02/2023","06","2291.3","14.15"
"02/02/2023","06","2311.3","14.6"
"02/02/2023","06","2331.3","17.49"
"02/02/2023","06","2347.3","17.99"
"02/02/2023","06","2367.3","18.36"
"02/02/2023","06","2374.8","18.46"
"02/02/2023","06","2384.8","18.58"
"02/02/2023","06","2404.8","19.08"
"02/02/2023","06","2412.3","19.41"
"02/02/2023","06","2426.3","19.46"
"02/02/2023","06","2433.8","19.64"
"02/02/2023","06","2485.8","20"
"02/02/2023","06","2557.8","20.15"
"02/02/2023","06","2577.8","20.58"
"02/02/2023","06","2585.3","20.66"
"02/02/2023","06","2599.3","20.79"
"02/02/2023","06","2606.8","21.26"
"02/02/2023","06","2626.8","21.34"
"02/02/2023","06","2634.3","21.43"
"02/02/2023","06","2648.3","21.63"
"02/02/2023","06","2663.3","21.82"
"02/02/2023","06","2683.3","21.93"
"02/02/2023","06","2695.3","22.3"
"02/02/2023","06","2710.3","22.57"
"02/02/2023","06","2730.3","22.62"
"02/02/2023","06","2745.3","22.66"
"02/02/2023","06","2757.3","22.81"
"02/02/2023","06","2764.8","23.1"
"02/02/2023","06","2784.8","23.29"
"02/02/2023","06","2792.3","23.3"
"02/02/2023","06","2808.3","23.48"
"02/02/2023","06","2815.8","23.64"
"02/02/2023","06","2838.3","23.73"
"02/02/2023","06","2853.3","23.88"
"02/02/2023","06","2868.3","23.99"
"02/02/2023","06","2888.3","24.02"
"02/02/2023","06","2900.3","24.21"
"02/02/2023","06","2922.8","24.39"
"02/02/2023","06","2934.8","24.49"
"02/02/2023","06","2957.3","24.79"
"02/02/2023","06","2979.8","25.44"
"02/02/2023","06","2987.3","25.56"
"02/02/2023","06","3002.3","25.61"
"02/02/2023","06","3017.3","25.68"
"02/02/2023","06","3032.3","25.9"
"02/02/2023","06","3047.3","25.98"
"02/02/2023","06","3062.3","26.06"
"02/02/2023","06","3077.3","26.14"
"02/02/2023","06","3092.3","26.36"
"02/02/2023","06","3107.3","26.39"
"02/02/2023","06","3114.8","27.17"
"02/02/2023","06","3129.8","28.23"
"02/02/2023","06","3144.8","28.26"
"02/02/2023","06","3152.3","28.97"
"02/02/2023","06","3209.3","35.15"
"02/02/2023","06","3214.3","46.2"
"02/02/2023","06","3216.3","54.2"
"02/02/2023","06","3231.3","100"
"02/02/2023","06","3271.3","400"
"02/02/2023","06","3271.4","5000"
"02/02/2023","07","142.7","0"
"02/02/2023","07","167.5",".01"
"02/02/2023","07","170.5",".29"
"02/02/2023","07","173.5",".49"
"02/02/2023","07","203.2",".5"
"02/02/2023","07","259.2",".63"
"02/02/2023","07","272.2",".73"
"02/02/2023","07","287.2",".75"
"02/02/2023","07","314.2",".78"
"02/02/2023","07","332.7",".79"
"02/02/2023","07","359.7",".8"
"02/02/2023","07","402.7",".81"
"02/02/2023","07","415.7",".82"
"02/02/2023","07","506.8","1"
"02/02/2023","07","516.7","1.01"
"02/02/2023","07","556.7","1.02"
"02/02/2023","07","560.7","1.19"
"02/02/2023","07","684.1","1.2"
"02/02/2023","07","687.1","1.29"
"02/02/2023","07","747.1","1.3"
"02/02/2023","07","847.1","1.32"
"02/02/2023","07","848.6","1.49"
"02/02/2023","07","1073.1","1.5"
"02/02/2023","07","1121.1","1.56"
"02/02/2023","07","1161.1","1.6"
"02/02/2023","07","1209.6","1.95"
"02/02/2023","07","1267.1","1.98"
"02/02/2023","07","1282.1","1.99"
"02/02/2023","07","1332.4","2"
"02/02/2023","07","1374.4","2.31"
"02/02/2023","07","1388.6","2.4"
"02/02/2023","07","1438.6","2.49"
"02/02/2023","07","1513.6","3"
"02/02/2023","07","1530.4","3.01"
"02/02/2023","07","1540.4","4"
"02/02/2023","07","1574.4","4.95"
"02/02/2023","07","1577.4","4.97"
"02/02/2023","07","1683.4","5"
"02/02/2023","07","1695.4","5.69"
"02/02/2023","07","1737.4","5.97"
