"Delivery Date","Hour Ending","MW Offered","REGDN Offer Price"
"01/30/2023","01","66.8","0"
"01/30/2023","01","353.6",".01"
"01/30/2023","01","356.7",".02"
"01/30/2023","01","358.7",".08"
"01/30/2023","01","359.8",".09"
"01/30/2023","01","364.8",".2"
"01/30/2023","01","369.8",".27"
"01/30/2023","01","374.8",".34"
"01/30/2023","01","377.9",".38"
"01/30/2023","01","382.9",".41"
"01/30/2023","01","389.2",".51"
"01/30/2023","01","395.5",".71"
"01/30/2023","01","400.5",".77"
"01/30/2023","01","441.5",".79"
"01/30/2023","01","446.5",".87"
"01/30/2023","01","451.5",".97"
"01/30/2023","01","488.5",".99"
"01/30/2023","01","568.5","1.06"
"01/30/2023","01","573.5","1.07"
"01/30/2023","01","610.5","1.29"
"01/30/2023","01","628.5","1.49"
"01/30/2023","01","679.5","1.98"
"01/30/2023","01","738.5","2.49"
"01/30/2023","01","747.5","2.98"
"01/30/2023","01","771.4","3.5"
"01/30/2023","01","786.4","4.69"
"01/30/2023","01","796.2","5"
"01/30/2023","01","816.2","5.01"
"01/30/2023","01","826.2","5.11"
"01/30/2023","01","836.2","5.21"
"01/30/2023","01","842.2","5.31"
"01/30/2023","01","842.9","5.61"
"01/30/2023","01","857.9","6.39"
"01/30/2023","01","863.9","6.87"
"01/30/2023","01","865.9","7"
"01/30/2023","01","875.9","7.01"
"01/30/2023","01","880.9","7.11"
"01/30/2023","01","885.9","7.21"
"01/30/2023","01","886.6","7.24"
"01/30/2023","01","891.6","7.98"
"01/30/2023","01","900.6","8"
"01/30/2023","01","915.6","9.69"
"01/30/2023","01","935.6","9.95"
"01/30/2023","01","940.6","10.01"
"01/30/2023","01","943.1","10.11"
"01/30/2023","01","945.6","10.21"
"01/30/2023","01","951.6","11.38"
"01/30/2023","01","966.6","12.69"
"01/30/2023","01","1014","15"
"01/30/2023","01","1064","15.15"
"01/30/2023","01","1103","15.69"
"01/30/2023","01","1115","18.69"
"01/30/2023","01","1116","19.64"
"01/30/2023","01","1199","20"
"01/30/2023","01","1211","20.69"
"01/30/2023","01","1212","24.64"
"01/30/2023","01","1272","25"
"01/30/2023","01","1274","30"
"01/30/2023","01","1304","33"
"01/30/2023","01","1306","34.7"
"01/30/2023","01","1310","34.71"
"01/30/2023","01","1311.5","37.45"
"01/30/2023","01","1319.5","50"
"01/30/2023","01","1327.5","55"
"01/30/2023","01","1330.5","60"
"01/30/2023","01","1333.5","68.79"
"01/30/2023","01","1340.5","68.8"
"01/30/2023","01","1342.5","70.94"
"01/30/2023","01","1344.5","70.97"
"01/30/2023","01","1346.5","70.99"
"01/30/2023","01","1348.5","71.01"
"01/30/2023","01","1388.5","95.15"
"01/30/2023","01","1400.5","1000"
"01/30/2023","01","1422.5","2000"
"01/30/2023","01","1422.6","5000"
"01/30/2023","02","66.8","0"
"01/30/2023","02","336.7",".01"
"01/30/2023","02","339.8",".02"
"01/30/2023","02","344.8",".05"
"01/30/2023","02","349.8",".15"
"01/30/2023","02","354.8",".18"
"01/30/2023","02","359.8",".29"
"01/30/2023","02","362.9",".35"
"01/30/2023","02","369.2",".49"
"01/30/2023","02","375.5",".72"
"01/30/2023","02","380.5",".74"
"01/30/2023","02","421.5",".79"
"01/30/2023","02","426.5",".81"
"01/30/2023","02","431.5",".88"
"01/30/2023","02","436.5",".95"
"01/30/2023","02","516.5",".98"
"01/30/2023","02","553.5",".99"
"01/30/2023","02","590.5","1.29"
"01/30/2023","02","595.5","1.3"
"01/30/2023","02","600.5","1.4"
"01/30/2023","02","618.5","1.49"
"01/30/2023","02","623.5","1.5"
"01/30/2023","02","628.5","1.6"
"01/30/2023","02","679.5","1.98"
"01/30/2023","02","684.5","2.02"
"01/30/2023","02","694.5","2.44"
"01/30/2023","02","753.5","2.49"
"01/30/2023","02","762.5","2.98"
"01/30/2023","02","786.4","3.5"
"01/30/2023","02","801.4","4.69"
"01/30/2023","02","811.2","5"
"01/30/2023","02","831.2","5.01"
"01/30/2023","02","841.2","5.11"
"01/30/2023","02","851.2","5.21"
"01/30/2023","02","857.2","5.75"
"01/30/2023","02","857.9","6.08"
"01/30/2023","02","872.9","6.39"
"01/30/2023","02","874.9","7"
"01/30/2023","02","884.9","7.01"
"01/30/2023","02","889.9","7.11"
"01/30/2023","02","894.9","7.21"
"01/30/2023","02","900.9","7.28"
"01/30/2023","02","901.6","7.68"
"01/30/2023","02","911.6","7.98"
"01/30/2023","02","920.6","8"
"01/30/2023","02","935.6","9.69"
"01/30/2023","02","955.6","9.97"
"01/30/2023","02","960.6","10.01"
"01/30/2023","02","963.1","10.11"
"01/30/2023","02","965.6","10.21"
"01/30/2023","02","971.6","11.17"
"01/30/2023","02","986.6","12.69"
