"Delivery Date","Hour Ending","MW Offered","ONNS Offer Price"
"01/30/2023","01","75","0"
"01/30/2023","01","747.6",".01"
"01/30/2023","01","762.6",".2"
"01/30/2023","01","817.6",".35"
"01/30/2023","01","897.6",".4"
"01/30/2023","01","1022.6",".5"
"01/30/2023","01","1082.6",".55"
"01/30/2023","01","1277.6",".6"
"01/30/2023","01","1372.6",".7"
"01/30/2023","01","1432.6",".75"
"01/30/2023","01","1477.6",".88"
"01/30/2023","01","1622.6","1"
"01/30/2023","01","1627.6","1.04"
"01/30/2023","01","1727.6","1.12"
"01/30/2023","01","1795.6","1.36"
"01/30/2023","01","1835.6","1.5"
"01/30/2023","01","1860.2","1.6"
"01/30/2023","01","1970.2","1.75"
"01/30/2023","01","2000.2","2"
"01/30/2023","01","2044.2","2.01"
"01/30/2023","01","2056.7","2.89"
"01/30/2023","01","2251.7","3"
"01/30/2023","01","2801.7","3.14"
"01/30/2023","01","2811.7","3.79"
"01/30/2023","01","2866.7","4"
"01/30/2023","01","2996.1","5"
"01/30/2023","01","3007.5","5.25"
"01/30/2023","01","3051.5","6"
"01/30/2023","01","3083.5","6.56"
"01/30/2023","01","3096.5","7.95"
"01/30/2023","01","3126.5","8"
"01/30/2023","01","3137.9","8.2"
"01/30/2023","01","3152.9","10"
"01/30/2023","01","3168.1","10.25"
"01/30/2023","01","3176.1","12.82"
"01/30/2023","01","3314.1","20"
"01/30/2023","01","3364.1","25"
"01/30/2023","01","3366.4","28.9"
"01/30/2023","01","3386.4","52.45"
"01/30/2023","01","3394.4","100"
"01/30/2023","01","3588.4","138.8"
"01/30/2023","01","3782.4","263.8"
"01/30/2023","01","3937.4","488.8"
"01/30/2023","01","3949.4","1999"
"01/30/2023","02","75","0"
"01/30/2023","02","747.6",".01"
"01/30/2023","02","762.6",".2"
"01/30/2023","02","817.6",".35"
"01/30/2023","02","897.6",".4"
"01/30/2023","02","1022.6",".5"
"01/30/2023","02","1082.6",".55"
"01/30/2023","02","1277.6",".6"
"01/30/2023","02","1372.6",".7"
"01/30/2023","02","1432.6",".75"
"01/30/2023","02","1477.6",".88"
"01/30/2023","02","1482.6",".96"
"01/30/2023","02","1627.6","1"
"01/30/2023","02","1727.6","1.12"
"01/30/2023","02","1795.6","1.36"
"01/30/2023","02","1835.6","1.5"
"01/30/2023","02","1860.2","1.6"
"01/30/2023","02","1970.2","1.75"
"01/30/2023","02","2000.2","2"
"01/30/2023","02","2044.2","2.01"
"01/30/2023","02","2057.6","2.51"
"01/30/2023","02","2252.6","3"
"01/30/2023","02","2802.6","3.14"
"01/30/2023","02","2812.6","3.45"
"01/30/2023","02","2867.6","4"
"01/30/2023","02","2997","5"
"01/30/2023","02","3008.4","5.25"
"01/30/2023","02","3052.4","6"
"01/30/2023","02","3084.4","6.56"
"01/30/2023","02","3097.4","7.95"
